first_page_exposure,polarity,subjectivity,polarity_sign,polarity_magnitude,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob,is_helpful,actual_helpfulness
13,0.9957,0.492755952,1,0.9957,4.86,27.03,1,1,0,1,1,1,1,1,0,1,1,0.6475176120899166,0,0
32,0.9646,0.439747899,1,0.9646,9.8,17.67,1,0,1,0,1,1,0,0,1,1,1,0.5499433310409614,0,0
57,0.959,0.566666667,1,0.959,6.25,3.57,1,0,0,1,1,0,0,1,0,1,0,0.31757369935292684,1,3
213,-0.7501,0.578571429,0,0.7501,8.61,5.8,1,0,0,0,1,0,0,0,1,1,1,0.5716602852511102,0,0
6,0.9475,0.546130952,1,0.9475,5.4,3.22,0,0,1,1,1,1,0,0,0,1,1,0.32822776234172696,0,0
132,0.9313,0.42797619,1,0.9313,11.1,8.62,1,0,0,1,1,1,0,1,1,1,1,0.5090192287907986,0,0
29,0.9364,0.448036759,1,0.9364,8.65,12.12,1,0,1,1,1,1,0,0,1,1,1,0.4818779428714238,1,4
22,0.9287,0.539307359,1,0.9287,6.3,6.08,1,0,0,1,1,1,0,0,0,0,1,0.38775723518801647,0,0
24,0.926,0.602,1,0.926,6.0,2.6,1,0,1,0,1,0,0,0,1,1,1,0.3487459672071455,0,0
232,0.9545,0.809090909,1,0.9545,6.14,4.42,1,0,1,0,1,0,1,1,1,1,1,0.45213710829189735,0,0
4,0.9633,0.514474823,1,0.9633,9.05,7.9,1,0,0,0,1,1,0,1,0,1,1,0.4452549402568698,0,0
15,0.9337,0.556021062,1,0.9337,8.81,8.61,1,0,0,1,1,1,0,0,1,1,1,0.43823041577134403,0,0
36,0.991,0.494293197,1,0.991,5.78,11.34,1,0,0,1,1,1,1,1,0,1,1,0.4918706693387261,0,0
27,0.9884,0.515081714,1,0.9884,9.11,32.99,1,1,1,1,1,1,0,1,1,1,1,0.7028788163382484,1,1
96,0.9872,0.473,1,0.9872,9.98,21.89,1,0,1,1,1,1,0,1,1,1,1,0.6205286243711613,1,3
18,0.9732,0.533178413,1,0.9732,6.82,10.89,1,0,1,1,1,1,1,1,0,0,1,0.45575578960342433,1,1
72,0.9927,0.583722142,1,0.9927,10.99,13.43,1,0,0,1,1,1,0,0,1,1,1,0.507565204525671,0,0
113,0.9666,0.48961039,1,0.9666,44.68,7.07,1,0,0,1,1,1,0,0,0,1,1,0.48985683174466044,1,5
11,0.9643,0.453115733,1,0.9643,11.84,13.81,1,1,1,1,1,1,1,1,0,1,1,0.5191194982373819,1,3
16,0.9313,0.7375,1,0.9313,3.0,0.93,1,0,0,0,1,1,0,0,0,0,0,0.2749715238943386,0,0
175,0.9723,0.587179487,1,0.9723,11.67,9.03,1,0,0,1,1,1,1,1,1,1,1,0.5279042189272775,1,4
8,0.984,0.456349206,1,0.984,8.43,12.3,1,0,1,1,1,1,0,0,0,0,1,0.44650903213973503,0,0
99,0.8979,0.3,1,0.8979,7.58,2.69,1,0,0,0,1,0,0,0,0,0,1,0.37651391187251154,0,0
9,0.8928,0.533497502,1,0.8928,7.81,7.99,1,0,0,0,1,0,1,0,1,0,1,0.40029477040837774,0,0
12,0.8467,0.62,1,0.8467,1.8,1.16,0,0,0,0,1,0,0,1,0,0,1,0.2893461767871245,1,2
22,-0.8549,0.505909091,0,0.8549,10.16,3.39,1,0,0,1,1,1,0,0,0,0,1,0.4848179143165017,0,0
18,0.9803,0.60255102,1,0.9803,8.67,6.9,1,0,1,1,1,0,1,0,1,0,1,0.37310333285897185,0,0
135,0.8644,0.427171717,1,0.8644,10.81,7.59,1,0,1,0,1,1,0,0,0,0,1,0.461796687555597,1,2
48,0.9783,0.640909091,1,0.9783,6.07,4.58,1,0,1,1,1,0,0,0,1,0,1,0.3466438750927506,1,1
8,0.8807,0.733333333,1,0.8807,7.24,3.5,0,0,0,1,1,1,0,0,1,1,1,0.3357470646538345,0,0
8,0.9758,0.742857143,1,0.9758,10.12,4.82,1,0,1,1,1,1,0,0,1,0,1,0.3624382350631936,0,0
51,0.7506,0.52,1,0.7506,9.38,2.17,0,0,0,0,1,1,0,0,1,0,1,0.34771241265460434,0,0
78,0.9897,0.571784327,1,0.9897,5.47,34.57,1,1,0,1,1,1,1,1,0,1,1,0.731414991262411,0,0
21,0.6819,0.534438776,1,0.6819,8.91,20.33,1,1,1,1,1,1,1,1,1,1,1,0.5999316941150004,1,1
4,0.9821,0.557100223,1,0.9821,9.73,22.71,1,1,0,1,1,1,1,0,0,1,1,0.5873734800003801,0,0
11,0.9779,0.456575758,1,0.9779,10.08,11.69,1,0,0,0,1,1,1,1,0,1,1,0.5021358727682658,1,3
31,0.908,0.583095238,1,0.908,5.13,4.79,1,0,0,1,1,1,1,0,1,1,1,0.41076274132554474,1,1
159,0.9552,0.8125,1,0.9552,3.92,3.63,1,0,0,1,1,0,0,1,1,1,1,0.40146881010079216,0,0
56,-0.802,0.55412415,0,0.802,8.93,9.74,1,1,0,0,1,1,1,0,1,1,1,0.6065984458499197,0,0
16,0.9954,0.635218254,1,0.9954,6.92,12.53,1,1,0,1,1,1,1,1,1,1,1,0.502189921807295,0,0
7,0.7184,0.474286988,1,0.7184,7.91,9.37,1,0,1,1,1,1,0,1,1,1,1,0.4670718379254178,0,0
93,0.9616,0.634166667,1,0.9616,7.31,4.99,1,0,0,0,1,1,1,1,0,1,1,0.4485080247853355,1,1
26,0.2023,0.583641975,1,0.2023,7.26,6.51,1,0,0,0,1,1,1,0,1,1,1,0.4633001322539037,0,0
3,0.9783,0.811363636,1,0.9783,8.3,6.83,1,1,0,0,1,1,0,0,1,1,1,0.410480160401583,1,2
14,0.8999,0.379049587,1,0.8999,7.02,17.7,1,0,1,0,1,1,0,1,0,1,1,0.5554693593945789,1,3
289,0.9591,0.505434783,1,0.9591,7.83,8.58,1,0,0,0,1,1,0,0,0,1,1,0.5412081165595408,1,1
13,0.9537,0.682857143,1,0.9537,9.23,3.92,1,0,0,0,1,0,0,0,0,1,1,0.35174823972552804,0,0
42,0.836,0.484107143,1,0.836,7.1,7.3,1,0,0,1,1,1,0,0,1,0,1,0.4228482791090348,0,0
213,0.8176,0.658333333,1,0.8176,5.66,1.13,1,0,0,0,1,0,0,0,0,0,1,0.37911720804980953,0,0
93,0.9218,0.466132479,1,0.9218,7.74,6.17,1,1,0,0,1,1,0,0,1,1,1,0.4612452449888243,1,1
36,0.8704,0.554545455,1,0.8704,7.38,9.18,1,0,0,0,1,0,1,1,1,1,1,0.45576148463933513,0,0
10,0.981,0.566011905,1,0.981,9.7,8.81,1,0,1,1,1,1,1,0,1,1,1,0.4422775029122239,1,1
42,0.9136,0.542460317,1,0.9136,7.6,4.29,1,0,1,1,1,1,0,0,1,1,1,0.39963567605576494,0,0
13,0.9517,0.72037037,1,0.9517,7.16,3.07,0,1,1,1,1,1,0,0,1,1,1,0.3324102885064053,1,1
909,0.9475,0.510714286,1,0.9475,7.57,7.23,1,0,0,1,1,0,0,0,1,0,1,0.6950690220863974,1,1
6,0.969,0.582063492,1,0.969,7.55,10.3,1,0,0,0,1,1,1,0,1,1,1,0.46681009787706285,1,4
12,0.9169,0.390909091,1,0.9169,9.47,5.61,1,0,0,0,1,1,1,0,1,1,1,0.4372683562903176,1,2
19,-0.8271,0.625,0,0.8271,8.22,6.48,1,1,0,0,0,0,0,0,0,1,1,0.47990963775625767,1,3
295,0.9876,0.553695238,1,0.9876,10.28,14.16,1,1,1,1,1,1,1,1,1,1,1,0.6245423592230055,1,1
22,0.959,0.556,1,0.959,9.83,4.03,1,0,1,1,1,1,0,1,1,1,1,0.40523739539520065,0,0
5,0.9891,0.682051282,1,0.9891,4.23,6.02,1,0,1,1,1,0,0,0,1,0,1,0.34120509807577576,1,1
113,0.9764,0.584615385,1,0.9764,9.13,8.31,1,1,0,0,1,1,0,1,1,1,1,0.49859013230790994,0,0
13,0.9735,0.591905901,1,0.9735,7.85,12.71,1,0,1,1,1,1,1,1,1,1,1,0.496876943594482,0,0
8,0.128,0.325,1,0.128,6.3,2.84,0,0,0,0,1,0,0,0,0,1,1,0.3505698060654202,0,0
233,0.991,0.545659341,1,0.991,7.83,11.62,1,0,0,0,1,1,1,1,0,1,1,0.5745451710859786,1,4
188,0.9545,0.645802469,1,0.9545,9.85,4.63,1,0,0,0,1,0,1,1,1,1,1,0.45783480297391,0,0
11,0.8176,0.805,1,0.8176,6.31,3.04,0,0,0,0,1,1,0,0,0,1,1,0.3297041230786755,0,0
55,0.9871,0.529464286,1,0.9871,8.97,10.56,1,0,0,1,1,1,1,0,0,1,1,0.4754459991666991,1,1
31,0.9682,0.590902778,1,0.9682,9.49,6.36,1,1,0,1,1,1,0,1,1,1,1,0.4397952215238933,1,4
76,0.8555,0.539285714,1,0.8555,6.25,3.47,0,0,0,0,1,1,0,1,0,1,1,0.3862671787444616,0,0
65,0.902,0.450505051,1,0.902,8.62,7.15,1,0,0,0,1,1,0,0,1,1,1,0.45801566068396604,1,2
101,0.9514,0.518298368,1,0.9514,7.67,4.73,1,0,0,1,1,1,1,0,1,0,1,0.42228695201348876,0,0
8,0.9943,0.491114223,1,0.9943,8.85,26.97,1,0,1,1,1,1,1,1,1,1,1,0.6466728349401409,0,0
273,0.416,0.585714286,1,0.416,5.26,3.75,1,1,1,0,1,1,0,0,0,1,1,0.49814418971986696,1,4
71,0.9584,0.485,1,0.9584,4.63,3.58,1,0,0,1,1,1,0,1,1,1,1,0.422810122504516,0,0
27,0.9735,0.576666667,1,0.9735,9.53,5.16,1,0,0,1,1,0,0,0,0,1,0,0.3100014846176335,0,0
19,0.9853,0.566300366,1,0.9853,7.28,7.93,1,0,0,0,1,1,0,0,1,1,1,0.4368933178905733,1,1
90,0.9778,0.607666667,1,0.9778,9.56,7.51,1,0,0,1,1,1,0,0,1,1,1,0.4500497223969879,0,0
32,0.9911,0.672142857,1,0.9911,12.55,7.3,1,0,0,0,1,1,0,0,1,0,1,0.41467465875167264,0,0
10,0.9945,0.558888889,1,0.9945,8.41,50.46,1,1,0,1,1,1,1,1,1,1,1,0.8337036144092165,1,4
1,0.8271,0.733333333,1,0.8271,9.24,2.53,1,0,0,0,1,1,0,0,0,0,1,0.3479614973660496,0,0
27,0.9705,0.484313725,1,0.9705,10.06,7.61,1,0,0,1,1,0,0,0,1,0,1,0.3873942302416678,1,3
963,0.12,0.45,1,0.12,10.12,4.64,1,0,0,0,1,1,1,1,0,1,1,0.7793454186843233,0,0
13,0.6369,0.538181818,1,0.6369,9.65,11.66,1,0,0,0,1,0,0,0,1,1,1,0.4585545866676659,1,2
9,0.9929,0.459115537,1,0.9929,14.63,34.37,1,0,1,0,1,1,1,1,1,1,1,0.7274101690229356,0,0
44,0.9362,0.578194444,1,0.9362,9.2,13.65,1,0,1,1,1,0,0,1,1,1,1,0.47914003318465026,1,2
30,0.9449,0.621587302,1,0.9449,6.55,3.55,0,0,0,1,1,0,0,0,1,1,1,0.31886280594247296,1,2
8,0.4754,0.55,1,0.4754,8.28,1.03,0,0,0,0,1,1,0,0,0,0,1,0.3220753097278957,0,0
20,0.875,0.835416667,1,0.875,5.7,1.28,0,0,0,0,1,0,0,0,0,0,0,0.2228946975011116,1,2
9,0.9787,0.575195199,1,0.9787,9.98,33.86,1,0,1,1,1,1,1,0,1,1,1,0.692648779385155,1,1
49,0.9634,0.546947415,1,0.9634,9.64,23.2,1,0,1,1,1,1,1,0,0,1,1,0.5993004085902386,1,2
154,0.9559,0.564642857,1,0.9559,8.28,12.02,1,0,0,1,1,0,1,1,1,1,1,0.5177112035631752,1,1
24,0.7845,0.6,1,0.7845,3.92,3.39,1,0,0,0,1,0,1,0,0,0,1,0.3488059096447508,0,0
19,-0.3818,0.416666667,0,0.3818,7.76,7.4,1,1,0,1,1,0,1,1,0,1,1,0.523564410270552,0,0
25,0.9801,0.477380952,1,0.9801,6.51,7.11,1,1,0,1,1,0,1,0,1,1,1,0.41203472233640437,0,0
8,0.967,0.546923077,1,0.967,9.12,7.55,1,0,1,1,1,1,0,0,1,1,1,0.4195960449594538,0,0
8,0.9584,0.473809524,1,0.9584,11.34,5.86,1,0,0,1,1,0,1,0,1,1,1,0.3935670140044663,0,0
88,0.9939,0.513873016,1,0.9939,7.14,19.54,1,0,0,1,1,1,1,1,1,1,1,0.6034539172896612,1,1
3,0.9959,0.609564302,1,0.9959,8.96,23.77,1,0,1,1,1,1,1,1,1,1,1,0.6061578819780062,1,1
9,0.9755,0.543414141,1,0.9755,8.9,7.59,1,0,1,1,1,1,0,0,1,0,1,0.4017688335902285,1,2
78,-0.8179,0.6375,0,0.8179,6.13,7.9,1,0,0,0,1,0,0,0,1,1,1,0.5408255461486591,1,1
12,0.9968,0.643333333,1,0.9968,9.89,18.14,1,0,1,1,1,1,1,0,1,1,1,0.5345208149309739,0,0
10,0.9484,0.508562902,1,0.9484,14.56,19.6,1,0,1,1,1,1,1,1,1,0,1,0.5619806415576287,0,0
12,0.9547,0.567179487,1,0.9547,7.31,5.91,1,0,1,0,1,0,1,1,1,0,1,0.38652300864463,0,0
17,0.953,0.589017094,1,0.953,7.21,12.13,1,0,0,1,1,1,1,0,1,1,1,0.48129908007254624,1,3
49,0.9337,0.66,1,0.9337,7.37,4.48,1,0,0,0,1,1,0,0,1,1,1,0.4083717092876251,0,0
20,0.9836,0.64047619,1,0.9836,7.7,11.44,1,0,0,1,1,1,1,0,0,1,1,0.46295254912575295,0,0
36,0.993,0.587808642,1,0.993,8.94,14.94,1,1,1,1,1,1,1,0,1,1,1,0.5188044855934408,1,1
187,0.91,0.748888889,1,0.91,6.24,1.38,1,0,0,0,1,1,0,0,1,0,1,0.4023152352501366,1,11
18,0.9923,0.530136827,1,0.9923,9.42,14.12,1,1,0,1,1,1,0,0,1,1,1,0.5025526317807651,1,1
15,0.9073,0.575,1,0.9073,6.77,7.12,1,0,1,1,1,0,0,0,1,1,1,0.38471435761690004,0,0
21,0.9821,0.623185941,1,0.9821,7.11,5.48,0,1,0,0,1,1,0,0,1,0,1,0.3578603132769518,0,0
20,0.796,0.486607143,1,0.796,10.06,8.17,1,0,0,1,1,0,0,0,1,1,1,0.4148691166616413,1,2
43,0.9849,0.50255102,1,0.9849,9.13,5.86,1,0,1,0,1,1,0,0,1,1,1,0.42562906047595345,1,1
17,0.967,0.55,1,0.967,8.63,5.7,1,0,0,1,1,0,0,0,1,0,1,0.3598154088733473,0,0
25,0.9744,0.556628264,1,0.9744,9.39,18.96,1,0,1,0,1,1,1,0,1,1,1,0.562367937494645,1,10
43,0.9406,0.453391053,1,0.9406,10.59,11.22,0,1,1,1,1,1,1,1,1,1,1,0.4709273889517581,1,3
37,0.9814,0.424505399,1,0.9814,8.18,11.11,1,1,1,1,1,1,1,1,1,1,1,0.5063119442439207,1,1
57,0.9883,0.580112348,1,0.9883,10.16,11.49,1,0,1,0,1,1,1,1,0,1,1,0.5034061863058599,1,3
19,0.9335,0.4359375,1,0.9335,8.16,10.86,1,1,1,0,1,1,0,1,0,1,1,0.4878889900253792,0,0
30,0.9771,0.526349206,1,0.9771,8.67,7.3,1,0,1,0,1,1,0,0,1,1,1,0.4338811623152336,0,0
14,0.9688,0.625714286,1,0.9688,9.48,7.14,1,0,0,0,1,1,0,1,1,0,1,0.42331653018411725,0,0
10,0.9939,0.474621212,1,0.9939,9.76,10.65,1,0,1,1,1,0,0,0,1,1,1,0.42480087087068724,0,0
25,0.128,0.475730994,1,0.128,7.01,16.56,1,1,1,1,1,1,1,0,1,1,1,0.5696301228945478,0,0
33,0.9737,0.517222222,1,0.9737,6.98,22.75,1,0,0,1,1,1,0,1,1,1,1,0.6063248934490534,1,1
119,0.5696,0.479316239,1,0.5696,8.69,11.16,1,0,1,1,1,0,1,1,1,1,1,0.5115602694248155,0,0
66,0.9747,0.422222222,1,0.9747,12.0,8.53,1,0,0,0,1,0,0,0,1,1,1,0.4432043653768168,0,0
48,-0.1531,0.419722222,0,0.1531,7.39,8.01,1,0,0,1,0,0,0,0,1,0,1,0.45956000030370764,1,1
12,0.7184,0.33125,1,0.7184,8.8,5.04,0,0,0,0,1,1,0,0,0,1,0,0.3263215662894758,1,1
45,0.8934,0.696,1,0.8934,5.8,4.66,1,0,1,1,1,1,1,0,1,1,1,0.4033994337882291,0,0
7,0.9169,0.8625,1,0.9169,7.27,3.42,1,0,0,0,1,0,1,0,1,1,1,0.35020948916483474,0,0
115,0.99,0.515533911,1,0.99,8.27,16.7,1,0,0,1,1,1,1,1,1,1,1,0.5856650408163401,0,0
41,0.9422,0.619047619,1,0.9422,6.06,3.89,1,0,0,0,1,1,0,0,0,1,1,0.3928633162324496,0,0
90,0.9705,0.628571429,1,0.9705,8.53,13.59,1,0,0,1,1,1,1,1,1,1,1,0.5379548099292902,1,3
193,0.9758,0.618333333,1,0.9758,13.7,6.61,1,0,1,0,1,1,0,0,1,0,1,0.46693773185027065,1,5
91,0.9627,0.8125,1,0.9627,8.76,5.35,1,0,0,0,1,1,0,0,1,1,1,0.4225854929428166,0,0
29,0.9808,0.589351852,1,0.9808,8.5,5.8,1,0,1,1,1,1,1,1,1,0,1,0.41317280861169803,0,0
31,0.9766,0.711111111,1,0.9766,9.19,6.49,1,0,0,0,1,1,0,0,1,0,1,0.40080842936839106,0,0
37,0.981,0.605555556,1,0.981,6.46,7.01,1,0,0,1,1,1,1,1,1,1,1,0.44881344653767863,0,0
28,-0.2018,0.519753086,0,0.2018,7.21,6.29,1,0,0,1,1,1,0,0,1,1,1,0.506217002006028,0,0
19,0.8176,0.646666667,1,0.8176,9.4,2.0,1,0,0,0,0,1,0,0,0,1,1,0.3489982479025616,1,1
182,0.9728,0.540136661,1,0.9728,7.86,8.76,1,0,0,1,1,0,1,0,0,1,1,0.470208145780881,1,3
4,0.9677,0.541071429,1,0.9677,10.59,8.02,0,1,0,1,1,0,0,0,1,1,1,0.36521712500440057,0,0
247,0.9788,0.571367521,1,0.9788,9.05,13.81,1,0,1,1,1,0,0,1,1,1,1,0.5547657611844564,0,0
122,0.9904,0.60080046,1,0.9904,9.6,9.77,1,0,1,1,1,1,0,1,1,1,1,0.49676388241112596,1,2
114,0.9821,0.447429972,1,0.9821,8.71,18.96,1,0,1,1,1,1,0,1,1,1,1,0.5983718045978142,1,1
112,0.9455,0.614087302,1,0.9455,5.63,5.32,1,0,0,0,1,0,0,1,1,1,1,0.42500613829867706,1,1
18,0.9889,0.612931034,1,0.9889,6.91,13.68,1,0,1,1,1,1,0,1,1,0,1,0.4765579091825634,1,2
33,0.9371,0.571345029,1,0.9371,6.37,11.16,1,0,0,0,1,1,0,0,1,1,1,0.47608552099362045,1,6
109,0.25,0.466666667,1,0.25,8.61,5.07,0,1,0,0,1,1,1,0,0,1,1,0.44364521533689455,1,2
413,0.9538,0.609375,1,0.9538,8.62,5.1,1,1,1,0,1,0,0,0,1,1,1,0.5215177273690775,1,13
25,0.8203,0.521536797,1,0.8203,6.35,22.83,1,0,0,0,1,0,1,1,1,1,1,0.5960701291605215,1,1
6,0.987,0.569982993,1,0.987,9.69,12.02,1,0,1,1,1,1,1,1,1,1,1,0.4899180882831838,0,0
99,0.9719,0.7171875,1,0.9719,6.84,8.99,1,0,0,1,1,1,0,0,1,0,1,0.4400795139805463,0,0
15,0.9766,0.665277778,1,0.9766,7.25,5.19,1,0,0,1,1,1,1,1,1,1,1,0.4190551513035117,1,1
14,0.8399,0.694444444,1,0.8399,5.75,3.64,1,1,0,0,1,1,1,0,0,1,1,0.39478933211887823,0,0
47,0.97,0.691666667,1,0.97,8.56,5.16,1,1,1,1,1,0,0,0,1,1,1,0.3740757428297581,0,0
119,0.9833,0.610565476,1,0.9833,11.99,10.84,1,1,1,1,1,1,1,0,1,0,1,0.4898558836957881,1,1
56,0.9909,0.606562771,1,0.9909,12.94,17.06,1,0,1,1,1,1,1,0,1,1,1,0.5453566016465238,1,3
11,0.9835,0.725,1,0.9835,5.18,6.54,1,0,0,0,1,0,1,0,1,1,1,0.3863018263007959,1,1
58,0.3818,0.49983165,1,0.3818,9.07,13.88,1,0,1,1,1,0,1,1,1,1,1,0.5233836441269556,1,3
470,0.9932,0.724509804,1,0.9932,9.63,9.67,1,0,1,1,1,1,0,0,0,1,1,0.5910958751314173,0,0
134,0.9961,0.675362319,1,0.9961,8.7,10.87,1,0,1,1,1,1,1,0,1,1,1,0.5006155428678802,1,1
60,0.9905,0.570357143,1,0.9905,6.91,14.95,1,1,1,1,1,0,1,1,0,1,1,0.5029124795388347,1,3
31,0.7964,0.501666667,1,0.7964,6.58,7.49,1,1,1,0,1,0,1,0,1,0,1,0.4082878761589603,1,1
546,0.0665,0.293939394,1,0.0665,6.03,14.54,1,0,0,1,1,1,1,0,1,1,1,0.7354907623711086,1,1
111,0.967,0.482526455,1,0.967,7.3,7.86,1,1,0,1,1,1,0,0,0,0,1,0.446929196176708,1,2
5,0.6106,0.579217172,1,0.6106,9.09,14.15,1,0,1,1,1,0,1,0,1,1,1,0.47612476130120795,1,1
32,0.8779,0.433333333,1,0.8779,6.19,6.7,1,0,0,0,1,0,1,1,1,1,1,0.4353734812970114,0,0
74,0.9317,0.749358974,1,0.9317,10.37,5.93,1,0,1,1,1,0,1,1,0,0,1,0.3848356133331375,0,0
14,0.8443,0.636666667,1,0.8443,8.44,8.24,1,1,1,1,0,1,0,1,1,1,1,0.4235769676232895,0,0
106,0.9875,0.678896104,1,0.9875,6.58,6.21,1,0,0,0,1,1,0,0,1,0,1,0.4241584174228331,0,0
7,0.9919,0.59212963,1,0.9919,9.5,8.59,1,0,0,1,1,1,1,1,1,1,1,0.45767981121239215,0,0
1353,0.9836,0.578391053,1,0.9836,7.69,10.74,1,0,0,1,1,1,0,1,0,0,1,0.8544436680006143,0,0
9,0.9752,0.564722222,1,0.9752,9.02,5.89,1,0,1,1,1,0,0,1,1,0,1,0.36854899047618617,0,0
18,-0.3818,0.5,0,0.3818,9.18,5.2,1,0,0,0,0,0,0,0,0,1,1,0.4467198043970413,0,0
68,0.9572,0.499122807,1,0.9572,9.82,8.98,1,0,1,1,1,1,0,0,1,0,1,0.4418483806367313,1,1
17,0.8591,0.866666667,1,0.8591,10.3,1.45,0,0,0,1,1,1,0,0,1,0,1,0.2992603939896371,0,0
14,0.9884,0.561904762,1,0.9884,4.85,7.4,1,0,0,1,1,1,1,0,1,1,1,0.4293363870453544,0,0
76,-0.8535,0.473214286,0,0.8535,8.95,6.33,1,0,0,0,1,1,0,0,1,1,1,0.5715570067420275,1,3
19,0.9006,0.497747253,1,0.9006,10.25,10.47,1,0,0,1,1,1,0,0,0,1,1,0.4574806847331702,0,0
146,0.993,0.540511727,1,0.993,6.38,30.14,1,1,1,1,1,0,1,1,1,1,1,0.692665867829145,0,0
22,0.9661,0.348532949,1,0.9661,9.72,9.9,1,0,0,1,1,1,0,1,1,1,1,0.48418711625418276,1,15
6,0.9044,0.621428571,1,0.9044,7.59,5.85,1,0,0,0,1,1,0,0,0,1,1,0.4027218653588439,1,1
5,0.9698,0.543714286,1,0.9698,5.14,9.06,1,0,1,1,1,0,1,0,1,1,1,0.4087559082822758,1,1
125,0.9698,0.784920635,1,0.9698,5.26,6.67,1,0,0,1,1,1,0,0,0,0,1,0.41186189866030226,0,0
12,-0.4458,0.44,0,0.4458,7.63,4.14,0,0,0,0,1,1,1,1,1,1,1,0.49090966600444214,0,0
88,0.9944,0.651987179,1,0.9944,8.42,14.81,1,1,1,1,1,1,1,1,1,1,1,0.5480418355564439,0,0
24,0.8605,0.670833333,1,0.8605,7.75,4.36,1,0,0,0,1,1,1,0,1,0,1,0.3924596335789141,0,0
50,0.9501,0.482179487,1,0.9501,7.82,5.45,1,0,0,0,1,1,1,1,1,0,1,0.43801506953927055,0,0
38,0.9649,0.46196207,1,0.9649,9.24,19.85,1,0,1,0,1,0,1,1,1,1,1,0.5670727831433227,0,0
11,0.91,0.556666667,1,0.91,6.64,1.98,1,0,0,0,1,0,0,1,1,0,1,0.34467018182008957,0,0
31,0.9824,0.605383598,1,0.9824,8.58,17.48,1,0,1,1,1,1,1,0,1,1,1,0.5364795344679045,1,5
19,0.8622,0.581269841,1,0.8622,5.67,11.53,1,1,1,1,1,1,1,0,1,0,1,0.4601220603781499,0,0
66,0.964,0.511292517,1,0.964,2.76,6.61,1,0,0,1,1,0,1,0,1,0,1,0.39262950894943693,0,0
54,0.9783,0.733333333,1,0.9783,7.21,6.4,1,0,1,1,1,1,0,1,0,1,1,0.4178708493487586,0,0
50,0.1877,0.531135531,1,0.1877,6.53,10.43,1,1,1,0,1,0,1,1,1,1,1,0.5012715481940954,0,0
65,0.9833,0.49959596,1,0.9833,8.24,15.92,1,0,0,1,1,1,0,0,1,1,1,0.5342189450907742,1,1
23,0.9081,0.608717949,1,0.9081,11.04,8.86,1,0,1,1,1,1,1,0,1,0,1,0.4301484180940761,0,0
264,0.9451,0.554029304,1,0.9451,6.3,6.07,1,0,0,0,1,1,1,1,1,1,1,0.5363362973023899,1,1
41,0.9678,0.669545455,1,0.9678,10.48,6.3,1,0,0,0,1,1,0,0,1,0,1,0.40678810096262924,0,0
31,0.9952,0.506840094,1,0.9952,8.49,35.7,1,0,1,1,1,1,1,1,1,1,1,0.730594320463261,1,1
8,0.0,0.4,1,0.0,9.89,2.12,1,0,0,1,0,0,0,0,1,1,0,0.30425358005185166,0,0
3,0.9945,0.613982083,1,0.9945,9.19,19.77,1,0,1,1,1,1,0,1,1,1,1,0.5553022757830126,0,0
16,0.8658,0.78,1,0.8658,5.7,2.37,1,0,1,0,1,0,0,0,0,1,1,0.32755680258067515,0,0
43,0.9971,0.568524531,1,0.9971,11.24,20.55,1,0,1,1,1,1,0,1,1,1,1,0.5828645250354758,1,2
31,0.9839,0.674285714,1,0.9839,6.88,7.74,1,0,0,1,1,0,1,1,1,1,1,0.41805193792238665,1,6
14,0.9462,0.573194444,1,0.9462,7.04,14.76,1,0,0,1,1,1,1,1,1,1,1,0.5251491723639495,1,2
148,0.9979,0.48545778,1,0.9979,11.02,53.27,1,1,1,1,1,1,0,1,1,1,1,0.8702331122963577,0,0
21,0.9918,0.667222222,1,0.9918,6.85,6.57,1,0,1,1,1,1,0,1,1,0,1,0.40082844643448035,1,1
14,0.765,0.585714286,1,0.765,11.0,3.19,0,0,0,1,1,1,0,0,1,0,1,0.33427900348584305,0,0
152,0.9371,0.627777778,1,0.9371,13.27,5.2,1,0,0,0,1,1,0,0,1,0,1,0.44256669921548086,1,2
57,0.6808,0.441666667,1,0.6808,7.94,7.17,0,0,0,1,1,1,0,0,1,1,1,0.41497938217509067,1,1
26,0.9891,0.588536155,1,0.9891,14.51,7.57,1,0,1,1,1,1,1,0,1,0,1,0.41985644912699743,1,2
19,0.9921,0.573214286,1,0.9921,8.1,9.12,1,0,1,1,1,1,1,1,1,1,1,0.4624909338791554,1,1
16,0.967,0.575909091,1,0.967,7.05,5.7,1,1,0,1,1,0,1,0,1,0,1,0.37141515734043934,1,2
7,0.9948,0.503543956,1,0.9948,9.03,25.27,1,0,1,1,1,1,0,0,1,1,1,0.6039445798328407,1,3
75,0.9907,0.603787879,1,0.9907,6.17,4.17,1,1,1,1,1,1,0,0,0,1,0,0.3404630114499923,0,0
16,0.9627,0.481309524,1,0.9627,6.87,4.35,1,0,0,1,1,0,0,1,0,1,1,0.37439052798559197,1,1
24,0.8795,0.459288194,1,0.8795,7.46,20.65,1,1,0,1,1,1,1,1,1,1,1,0.6053318046552756,0,0
57,0.9763,0.577399505,1,0.9763,6.49,7.77,1,0,1,1,1,1,0,0,0,0,1,0.40831368795772627,1,2
28,0.9799,0.5275,1,0.9799,13.34,10.81,1,0,0,1,1,1,1,1,1,1,1,0.4973440851628932,1,3
