,first_page_exposure,stars,polarity,subjectivity,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob
1750274,140.6392592592165,5.0,0.9421,0.6833333333333333,6.78,12.82,11,2,0,9,1,1,1,0,1,1,4,0.5023696298395061
3072122,144.31809027772397,4.0,0.9702,0.6378787878787878,6.22,2.84,0,0,0,5,4,0,0,0,3,0,0,0.29002729742142763
3940346,93.01542824087664,5.0,0.9521,0.5437500000000001,6.9,3.75,1,0,0,2,4,3,1,0,3,0,0,0.31082589680557643
1011651,81.88767361128703,2.0,0.7398,0.5816666666666667,5.41,5.44,2,0,1,4,3,0,0,0,0,1,0,0.47465195673842386
4678294,1629.6034143515865,5.0,0.9501,0.65,10.0,1.45,0,0,0,0,4,1,0,0,2,0,2,0.2880783850377501
1428586,-1648.2069560186935,4.0,0.9349,0.5343809523809524,7.54,11.21,0,1,0,7,4,0,1,0,0,0,0,0.5288872533193002
1280867,96.64347222214565,4.0,0.9753,0.56,8.19,6.98,0,0,0,4,7,0,1,0,2,1,1,0.40389193407359264
468932,1077.432743055746,1.0,-0.1098,0.3666666666666667,4.2,1.9,0,0,0,2,2,0,0,0,3,0,0,0.42225428494427814
3707378,53.0409722221084,5.0,0.9337,0.5357142857142857,4.25,3.75,1,0,0,1,1,0,0,0,0,2,1,0.34716614743572605
3406057,346.1363310185261,5.0,0.8275,0.5107896825396826,6.68,10.5,3,1,0,3,7,3,2,0,0,2,0,0.5407171987222202
1691079,333.18446759227663,5.0,0.3612,0.3836734693877551,6.49,4.36,1,0,0,1,3,0,0,0,0,0,2,0.4151525627346751
2366783,329.0348958335817,4.0,0.904,0.5032051282051282,6.42,4.61,0,0,1,2,3,1,0,0,0,1,1,0.44365207948124846
43038,114.45719907432796,5.0,0.9891,0.6965277777777779,4.95,5.54,1,0,1,2,4,0,1,0,2,0,0,0.34509230631722326
2741530,15.98806712962687,4.0,0.6717,0.5200617283950617,8.31,10.09,5,1,0,4,6,0,0,0,0,3,2,0.5173572872072377
1713702,-2408.0479050925933,1.0,-0.4297,0.2907639890973225,7.63,34.2,17,0,3,14,13,0,7,2,8,2,1,0.8862992217997768
36763,552.9874652777798,5.0,0.9678,0.6285714285714287,7.37,2.53,4,0,0,2,4,1,0,0,2,0,1,0.27762913296050257
2885073,8.859907407313585,4.0,0.9818,0.6019047619047619,8.39,11.53,1,0,0,10,5,2,1,0,2,0,5,0.5511168101205737
2440735,183.84394675912336,4.0,0.9751,0.5980952380952381,5.92,8.56,3,2,0,7,4,0,0,0,3,2,1,0.4292519071699648
527835,65.42767361085862,4.0,0.9601,0.6749999999999999,2.92,1.34,0,0,0,1,3,0,0,0,1,0,0,0.28696059831917287
3746460,30.148796296212826,5.0,0.9571,0.7736111111111111,6.17,4.11,1,0,0,2,2,0,1,0,0,0,0,0.3033654297635227
1737660,163.2923726849258,4.0,0.9716,0.4316469038208168,11.11,13.47,0,1,0,3,5,4,1,0,1,1,3,0.6775453630272146
3719292,7.289768518414348,5.0,0.4215,0.3102777777777778,7.8,2.32,0,2,0,0,2,2,1,0,0,0,1,0.3529623871658029
1369631,-2507.153275462799,1.0,0.7144,0.4766666666666667,5.53,2.14,1,0,0,0,0,0,1,0,1,2,0,0.2713403724832984
3905928,56.15153935179114,3.0,0.9042,0.77,6.4,2.28,0,0,0,3,2,1,0,0,0,0,1,0.32539479826195367
2364100,32.332650462631136,5.0,0.9774,0.5721794871794872,8.23,7.86,1,0,0,5,1,3,1,0,0,0,3,0.4719543011230527
307334,245.7523148148321,5.0,0.8999,0.625,10.65,6.73,3,0,0,0,3,0,1,0,1,4,0,0.33318292207392103
3518049,14.775925925932825,5.0,0.9862,0.5120535714285714,8.46,9.24,4,0,1,8,3,1,0,0,3,0,0,0.4724666836155332
4127928,163.15368055552244,2.0,0.6941,0.5175925925925926,4.86,5.57,6,0,0,2,2,0,0,2,0,1,2,0.47168522324229817
3096677,-350.72135416651145,3.0,0.9325,0.5604960317460318,5.69,11.71,2,1,0,6,10,4,2,1,0,1,3,0.6198041461099721
2812620,367.8464351850562,1.0,-0.6261,0.7258333333333333,5.7,3.61,1,0,0,5,1,1,0,1,1,0,0,0.41749488428653486
960666,255.22353009227663,4.0,0.9193,0.5134680134680134,6.7,5.29,3,0,2,1,2,2,0,0,1,0,1,0.45763015617770264
2716376,19.189131944440305,5.0,0.99,0.646218487394958,5.06,10.06,1,0,0,5,4,0,2,0,0,2,1,0.4713814861322229
2713203,43.55465277796611,1.0,0.926,0.5499999999999999,24.58,3.53,1,0,0,2,3,0,1,0,0,0,0,0.3408295203243321
3558892,247.6018171296455,5.0,0.6997,0.6777777777777777,7.7,2.86,1,0,0,1,2,0,0,0,0,0,0,0.30750271753982306
1842958,45.96331018488854,5.0,0.9549,0.5705128205128205,8.85,5.07,2,3,0,5,3,1,1,0,1,1,0,0.33102965047866667
4186015,47.00159722194076,1.0,0.024,0.4910493827160493,8.3,6.21,3,0,0,1,3,0,1,0,1,2,0,0.45636371864184133
1953435,351.0487731480971,5.0,0.6124,0.6041666666666666,5.66,1.03,0,1,0,1,0,1,0,0,0,0,0,0.2940557365521384
395158,196.84593750024212,5.0,0.7184,0.6124999999999999,5.82,1.06,0,0,1,1,0,0,0,0,0,0,0,0.2935668440193808
3048431,19.19043981470168,5.0,0.8932,0.6725,9.06,2.94,0,0,0,3,2,1,0,0,1,0,0,0.2943594173214433
1442954,179.7574305557646,1.0,-0.8025,0.2958333333333333,5.55,5.42,4,0,0,0,2,2,0,0,0,2,1,0.546081955343912
3747769,-3201.601018518675,5.0,0.9578,0.5219444444444443,7.81,5.93,0,0,0,2,4,1,0,0,0,2,2,0.30081272444992696
2100887,29.8620023149997,5.0,0.9531,0.6749999999999999,27.85,3.82,1,0,0,3,5,0,0,0,2,2,0,0.2112159932004789
1003119,55.90302083361894,4.0,0.952,0.4487528344671202,6.08,10.25,4,0,0,10,6,1,0,2,0,1,1,0.6010013994325224
168258,92.61944444430992,4.0,0.9936,0.480734126984127,8.29,14.35,5,1,0,15,12,1,0,2,0,0,1,0.7077866124554743
2698339,320.21039351820946,5.0,0.8271,0.6699999999999999,10.0,1.47,1,0,0,2,1,1,0,0,0,0,1,0.2722770905183355
2314572,52.43370370380581,3.0,0.8683,0.5756410256410256,8.45,8.02,3,0,0,4,6,1,0,0,0,0,0,0.5202544609784314
1827568,44.03894675942138,4.0,0.9337,0.7861111111111111,5.13,5.24,3,0,0,6,4,0,2,0,1,1,0,0.30106348779211994
825951,8.088402777910233,5.0,0.8957,0.2875,4.0,1.09,0,0,0,0,2,0,0,0,1,0,2,0.3219072082600685
3651626,111.91245370358229,5.0,0.9531,0.4791666666666667,6.55,4.1,3,0,0,1,3,0,1,0,0,0,0,0.35014480239997253
1454590,265.17145833326504,5.0,0.886,0.3666666666666666,5.72,1.56,0,0,0,1,2,0,0,0,0,0,0,0.34279053034678825
2361140,39.09268518537283,4.0,0.9901,0.5506666666666666,9.56,11.16,2,1,1,4,9,0,1,0,2,1,2,0.532038154889295
2215541,78.55164351826534,5.0,0.9869,0.6779761904761905,7.49,6.99,3,0,0,9,8,1,0,2,2,3,1,0.3686825752873086
3559785,212.8662152779289,5.0,0.9803,0.5990196078431371,7.97,11.31,6,1,2,10,7,0,1,1,1,3,0,0.5172892561610586
1527735,90.93089120369405,3.0,0.8748,0.4474999999999999,8.34,12.43,5,1,0,11,6,1,1,0,2,1,1,0.6006777389280854
2514046,189.60209490777925,2.0,0.4767,0.5216326530612244,5.63,4.69,0,0,0,2,2,2,2,0,1,0,1,0.42794362729937196
3382495,7.570104166399687,5.0,0.7263,0.4816666666666666,7.43,3.51,4,0,2,0,2,0,0,0,0,0,0,0.3691262600472676
39927,501.05776620376855,2.0,0.8225,0.375,9.1,10.0,4,0,0,8,3,0,3,1,0,3,1,0.5555462846659664
614008,75.70556712988764,4.0,0.8779,0.611984126984127,31.58,4.05,1,1,0,0,1,3,0,1,0,1,0,0.2997561147538035
3427276,277.3470717589371,5.0,0.9922,0.6613756613756613,11.25,11.06,0,1,1,6,9,1,0,0,2,4,2,0.4970157958400988
2706445,49.0601273146458,4.0,0.978,0.591820987654321,6.97,15.32,10,1,1,6,6,0,0,0,0,1,0,0.6785346214031576
1805123,38.639479166828096,4.0,0.9936,0.5719937469937469,8.46,11.38,4,0,0,10,12,0,2,0,4,4,1,0.42219643916051436
3475261,521.0706944447011,2.0,0.7845,0.5372023809523809,9.31,6.55,1,0,0,2,8,2,1,0,0,0,2,0.5161211910685377
50661,39.77840277738869,5.0,0.7574,0.6947222222222221,7.12,1.18,1,0,0,2,2,1,0,0,0,0,0,0.2639318376156762
2403995,47.79920138884336,1.0,-0.9473,0.4054545454545454,7.49,6.05,4,1,0,3,2,1,2,1,4,0,0,0.421957499586593
1480382,754.1303125000559,2.0,0.1621,0.4916666666666667,4.31,2.73,0,0,0,2,3,1,0,0,0,1,0,0.44516144777347905
4464255,411.5282060182653,1.0,0.9902,0.355070707070707,5.51,21.23,6,0,2,12,7,0,6,0,2,5,1,0.797376159252414
1743980,7.924513889010996,5.0,0.9246,0.6083333333333334,5.53,2.16,2,0,0,1,3,2,0,1,1,0,0,0.3037132036534347
2888443,172.9612152776681,3.0,-0.9155,0.5227777777777778,5.97,4.58,2,0,0,1,4,1,1,0,0,0,0,0.42223104648089366
4705694,56.10221064835787,5.0,0.5719,0.7071428571428572,10.36,2.72,0,0,0,5,0,0,1,0,1,0,0,0.252557459705313
2275855,324.37844907399267,3.0,0.0,0.4166666666666667,5.0,2.73,3,0,0,0,0,1,0,0,0,2,0,0.39210352006654414
3634375,135.00415509240702,5.0,0.9792,0.7650793650793651,7.32,2.97,1,0,0,2,4,0,0,0,3,0,2,0.2428051934535193
3023028,798.0338657409884,1.0,-0.1027,0.555654761904762,5.83,10.39,5,0,0,12,6,1,1,1,1,0,0,0.6365810085247399
3592664,-2343.5965856481344,5.0,0.6115,0.5700000000000001,6.55,3.04,1,0,0,0,2,0,0,0,0,1,0,0.24747533415486817
2889997,7.049305555876344,5.0,0.9612,0.6854166666666667,5.23,2.64,2,3,0,3,3,0,0,0,0,0,1,0.2902057811805406
2853749,15.204305555205792,4.0,0.98,0.6418582375478926,5.55,18.51,10,3,0,11,8,2,1,1,3,4,5,0.6646044882784435
2955990,55.85907407430932,1.0,0.5267,0.4678571428571428,8.41,3.6,1,0,0,2,0,1,1,0,2,1,0,0.3895869370899782
3707446,27.39511574106291,3.0,0.9867,0.5277777777777778,6.86,6.35,0,0,0,4,5,1,0,0,2,0,0,0.46053335194349637
1857521,410.8996527777053,4.0,0.9961,0.6129482657260434,5.63,12.4,6,0,1,3,10,0,0,0,0,2,7,0.6104297514638423
1573943,116.89603009261192,3.0,0.9728,0.4623611895351026,9.47,12.52,4,0,1,9,9,2,1,0,0,2,0,0.658506102710726
2627190,100.64511574059723,5.0,0.9735,0.6626262626262627,5.52,5.86,1,1,0,6,3,0,0,0,1,0,1,0.37848893634882697
1668275,53.037974536884576,2.0,0.9776,0.5861996753246753,7.44,46.46,15,1,1,22,30,5,3,1,4,4,3,0.9871689211102321
4198075,22.95620370376855,4.0,0.8591,0.3782051282051282,7.79,9.89,1,1,0,0,3,0,1,0,0,2,0,0.5593989631387164
3939211,18.831898148171604,2.0,-0.25,0.8327777777777777,7.94,3.33,0,1,0,3,1,1,1,0,1,1,0,0.31167660608940034
2647892,54.06032407376915,5.0,0.9633,0.6770833333333334,4.6,3.66,0,0,0,3,4,1,0,0,1,0,0,0.3319826365198146
4421431,32.16540509276092,5.0,0.8955,0.65,8.37,3.98,1,0,0,3,2,2,0,0,0,2,1,0.33266649211636046
1063079,204.9228472225368,5.0,0.985,0.6596938775510205,4.55,5.38,0,0,0,5,6,0,1,0,3,0,2,0.32203577345513346
4497923,173.60407407395542,1.0,-0.5423,0.4888888888888889,3.88,1.76,2,0,0,0,1,0,0,0,2,2,1,0.34938520826964975
3465038,57.04460648121312,5.0,0.9585,0.6918650793650793,5.09,4.95,1,1,0,4,6,1,0,0,2,0,0,0.33994992455426926
3444072,579.3888773149811,5.0,0.34,0.54,5.68,1.84,0,0,0,2,3,2,0,0,1,0,0,0.32939808332664355
2383632,34.87420138902962,5.0,0.9735,0.66,5.43,4.5,2,3,0,4,7,2,0,0,1,0,0,0.34990621302494546
2664959,115.84931712970138,5.0,0.886,0.9875,8.51,1.18,0,0,0,3,2,0,0,0,1,0,0,0.19943082298666812
2014977,254.35239583346996,5.0,0.6726,0.693121693121693,5.11,4.29,0,0,0,4,5,2,1,0,2,1,1,0.3131959733644265
3217401,657.2366319447756,2.0,0.7096,0.5473137973137973,5.42,11.52,4,0,0,5,5,0,1,2,2,0,1,0.6317036258885708
2760299,97.53583333315328,3.0,0.8402,0.7183333333333334,6.0,1.31,0,0,0,1,3,0,0,0,0,0,0,0.30434739036182773
1225251,28.364004629664123,4.0,0.9403,0.6987654320987653,8.9,7.52,0,0,0,7,7,2,0,0,1,0,2,0.4547381425859161
3808026,9.79968750011176,5.0,0.9686,0.5833333333333334,4.49,3.39,0,1,0,1,3,1,0,0,1,0,1,0.3384918490112078
4664924,298.8684837962501,1.0,0.6124,0.3116666666666666,4.8,6.92,2,0,0,3,2,1,3,2,3,1,5,0.4898751862600885
3361181,108.88888888899235,4.0,0.7717,0.5959150326797386,8.27,6.48,1,0,0,11,4,3,1,0,2,0,1,0.41184839995890726
771116,-2473.827766203787,5.0,0.9423,0.625,11.82,1.51,0,0,2,1,4,0,0,0,1,0,0,0.2037219185538858
1724545,157.57274305541068,5.0,0.9966,0.5364532019704433,6.52,12.19,7,0,2,3,7,1,0,1,5,2,2,0.521607783924778
1187719,297.41438657417893,1.0,-0.4404,0.8,1.6,0.93,1,0,0,0,0,0,0,0,1,0,0,0.32124653601252445
2193574,33.73684027791023,4.0,0.8658,0.82,7.59,1.18,0,0,0,3,1,0,0,0,2,0,0,0.2266320901856979
382615,122.21719907410444,5.0,0.9382,0.5552083333333334,4.24,3.94,1,0,0,0,1,1,0,0,1,0,0,0.36297889726839255
2789930,22.42584490729496,4.0,0.9835,0.5250423489553925,6.55,12.84,10,1,0,10,13,2,1,0,3,1,1,0.5425600069330179
1432458,45.94501157430932,5.0,0.9493,0.66,6.13,1.25,0,0,0,4,3,0,0,0,0,0,1,0.26974950805387793
1726119,192.85665509290996,5.0,0.9478,0.4175595238095237,7.78,9.64,3,0,0,1,11,1,0,0,0,1,1,0.5576586867668659
1890192,-3229.775833333377,4.0,0.9812,0.521388888888889,7.6,8.48,0,0,0,3,6,0,0,1,1,2,3,0.37381963377413213
2820449,14.268530092667788,2.0,0.9806,0.5870416666666666,7.05,12.91,6,1,0,5,11,1,1,0,0,3,0,0.629754672437037
2255158,79.06687500001863,2.0,0.8981,0.5954545454545456,8.76,9.52,3,0,0,0,3,0,2,0,3,0,2,0.4701230632758941
3225436,23.44796296302229,3.0,0.9877,0.5401107852720755,7.54,17.04,2,1,2,13,12,2,3,2,0,1,0,0.7713904622011134
2692125,329.8823379627429,2.0,-0.7968,0.5,9.04,5.69,1,0,0,6,1,1,2,0,0,2,0,0.4396443312859614
831714,-2581.659641203936,5.0,0.836,0.95,3.2,1.12,0,0,0,1,2,0,0,0,0,0,0,0.16753053362257186
878060,133.945821759291,1.0,-0.7163,0.4739102301207565,6.13,56.89,16,0,2,33,21,6,10,4,9,11,12,0.9910659740049883
2136620,112.13615740742534,4.0,0.9735,0.631986531986532,2.16,3.11,0,1,0,0,7,1,0,0,0,0,0,0.37634681512806534
2949859,208.85375000024212,3.0,0.9813,0.5805555555555556,6.28,10.46,3,0,0,5,8,3,1,0,6,1,4,0.47528129996003177
2914529,152.94059027777985,4.0,0.8988,0.4474567099567099,9.32,11.31,2,0,0,3,8,0,0,1,2,0,0,0.5938722973870764
503529,20.754293981473893,5.0,0.8417,0.6625,5.91,3.8,2,0,0,1,2,0,0,0,0,1,1,0.3204881570843532
3192796,-3292.481516203843,2.0,0.9278,0.6020833333333333,5.36,6.57,4,0,0,8,4,1,1,0,2,0,0,0.31543221085621365
744156,29.0409490740858,5.0,0.5571,0.5892857142857143,7.19,2.78,0,0,0,2,0,1,0,0,2,0,0,0.2958679734808425
1396282,-2883.02686342597,3.0,0.9169,0.4943910256410256,5.44,6.13,3,0,0,5,3,0,0,0,1,2,1,0.3310685032068534
2637490,116.09922453714536,3.0,0.9835,0.4445238095238095,6.63,14.29,8,1,0,7,10,2,1,0,0,0,3,0.700349024872657
1903109,150.5555787035264,5.0,0.9818,0.7071428571428571,8.6,6.95,1,0,1,2,6,4,1,0,0,0,1,0.44815649396345625
2574684,57.88503472227603,2.0,0.0,0.6,8.03,2.13,0,1,0,1,0,0,0,0,0,1,0,0.3514332080303317
1716473,-2910.9209259259515,4.0,0.9538,0.5416666666666667,6.28,8.02,3,2,1,4,3,1,0,0,0,0,1,0.41033130616484326
799052,34.050763888750225,5.0,0.9855,0.8080357142857143,6.97,4.61,1,0,1,1,2,0,0,2,0,2,1,0.3362700379994181
2789970,15.70260416669771,2.0,0.7438,0.578125,5.42,2.97,1,0,0,1,2,1,1,0,0,1,2,0.3713898207969144
1427891,119.20695601869376,4.0,0.8725,0.3848484848484848,7.76,7.67,4,0,0,4,3,0,1,0,2,0,0,0.45303446750281984
866595,166.9223263892345,5.0,0.9769,0.75625,4.58,4.26,1,0,0,1,2,0,0,0,1,1,0,0.3152716154978635
2594434,562.7907986110076,1.0,-0.9698,0.4228163992869875,5.57,8.93,6,1,0,2,1,2,2,0,0,4,1,0.5671878787610214
1231243,74.05369212990627,3.0,0.8625,0.8,6.25,2.19,0,0,0,0,3,1,0,0,1,0,0,0.3040673764625846
3523959,34.13754629623145,5.0,0.9934,0.7258112874779541,7.05,7.29,0,0,0,1,12,2,0,0,2,1,1,0.4025034643641521
1529356,155.05107638891786,4.0,0.9554,0.3909090909090909,7.0,4.22,2,0,1,2,5,1,0,0,1,0,0,0.42662437080338655
1789370,60.50151620339602,2.0,0.9921,0.5784482758620689,12.63,11.81,3,1,0,12,10,3,0,0,0,1,1,0.6478059844355024
3055558,738.6204398148693,4.0,0.8934,0.5452380952380952,8.51,5.23,1,1,0,0,2,1,0,1,1,0,1,0.43656931328580406
2107562,97.92958333343267,4.0,0.6705,0.4391025641025641,3.53,6.4,3,1,0,6,3,1,1,1,1,0,0,0.45997735575257653
1458836,234.59149305569008,4.0,0.9118,0.6208333333333333,5.8,1.7,0,0,0,0,2,0,0,0,1,0,0,0.30127312100254444
2368749,433.5441782409325,5.0,0.9506,0.5878392771249914,7.93,17.16,5,1,2,7,14,1,0,0,3,1,0,0.7158567824147387
3141536,204.81031250022352,5.0,0.8779,0.75,11.37,1.2,0,0,0,3,1,1,0,0,0,0,0,0.24979576304141474
1005959,665.1731481482275,4.0,0.9934,0.6154411764705882,6.83,15.48,1,0,1,10,9,2,1,0,3,2,4,0.6783360187595787
930027,79.76090277777985,5.0,0.9719,0.5916666666666667,6.37,4.07,3,1,3,2,3,1,0,3,1,1,2,0.38939392805065387
454361,277.6796064819209,3.0,0.8717,0.6108333333333333,7.13,6.01,3,1,0,4,2,1,0,0,0,1,2,0.44640745749963895
1136695,1932.076631944161,4.0,0.9779,0.675,3.72,3.85,0,0,0,0,3,1,0,4,0,0,1,0.48222240161520563
802803,452.2413888890296,1.0,-0.0772,0.5,12.32,7.95,7,0,0,4,1,0,2,1,3,0,0,0.4488932646995687
2902126,6.204780092462897,4.0,0.956,0.5920454545454544,7.12,5.95,0,1,0,7,4,2,0,0,2,0,2,0.4126649922199699
3900017,70.74728009244427,5.0,0.9643,0.6283333333333334,6.94,4.57,0,0,0,4,7,0,1,0,1,1,0,0.3209682076142156
2398935,42.04451388865709,1.0,-0.5106,0.55,10.4,1.6,0,0,0,1,0,0,0,0,0,0,1,0.36651596615618626
2274001,291.267152777873,4.0,0.6249,0.75,5.7,1.13,0,0,0,0,1,0,0,0,0,0,0,0.2816994740819215
4682227,158.06361111113802,5.0,0.9668,0.7666666666666666,6.0,1.47,0,0,0,1,4,0,0,0,2,1,0,0.22683853739198162
3414659,80.02422453695908,4.0,0.9541,0.7060064935064936,4.09,2.41,1,0,1,2,3,0,1,0,0,2,0,0.29518355757111264
1086934,183.06718750018624,1.0,0.9244,0.5553854875283447,7.89,16.09,7,1,0,15,4,3,0,0,2,1,1,0.753576283304837
564980,34.67040509264916,5.0,0.9851,0.5983333333333334,14.57,4.61,1,1,0,1,5,0,0,0,3,0,0,0.2857568962401247
2017682,934.2679166668096,2.0,0.2023,0.5666666666666667,8.74,4.26,0,0,0,1,0,2,1,0,2,0,2,0.4203795816389559
1890698,48.05968749988824,5.0,0.9802,0.5810715854194115,8.38,10.9,2,0,2,8,8,2,1,0,2,2,1,0.5271483754197194
3513134,88.74984953692183,5.0,0.9682,0.4729166666666666,5.63,4.2,1,1,0,3,5,0,1,0,2,2,0,0.3127721041942008
309407,14.645960648078471,5.0,0.8658,0.32,6.52,1.66,0,0,0,2,3,0,0,0,2,0,1,0.3062735393438677
1105141,64.8505902774632,3.0,0.7964,0.7000000000000001,6.56,1.53,2,0,0,1,2,0,0,1,1,0,1,0.28891057232930095
528137,291.00157407391816,2.0,0.7351,0.2535714285714286,3.97,7.96,4,1,0,8,2,0,4,0,1,0,1,0.5085275572984649
507447,-1500.2094907406718,5.0,0.836,0.625,7.11,3.13,2,1,0,2,2,0,0,1,0,1,0,0.262957468492104
3333707,56.97677083313465,5.0,0.9814,0.419047619047619,7.89,7.54,1,1,0,0,4,1,0,0,0,1,3,0.48961030132615874
2449945,271.879166666884,4.0,0.986,0.644973544973545,6.1,5.52,1,0,1,3,6,0,0,1,0,2,0,0.425652693262091
3728609,-3256.0547685185447,5.0,0.7925,0.4407407407407408,5.15,4.42,1,0,0,4,4,1,0,0,0,1,0,0.28871213515958366
1894055,60.29394675930962,4.0,0.5106,0.3249999999999999,8.11,1.23,1,0,0,2,1,0,0,0,2,0,0,0.30555445261853753
1345555,76.15855324082077,5.0,0.9251,0.4347646976679234,9.15,22.78,6,0,0,14,8,1,1,0,1,4,1,0.8162482015927205
3104534,151.91756944404915,4.0,0.9476,0.6133333333333334,6.21,2.42,0,0,0,1,5,2,0,0,2,0,0,0.3190929339720996
324992,-2471.831203703769,4.0,0.8945,0.7568376068376068,9.38,5.95,3,1,0,4,1,0,0,0,0,2,1,0.27264746133481893
1925543,54.93761574057862,5.0,0.9136,0.5412698412698412,4.37,2.61,0,0,0,2,3,1,0,0,1,0,0,0.3289641773102003
3810288,6.072523148264736,3.0,0.7351,0.692063492063492,4.8,3.07,5,0,0,2,1,2,0,0,1,1,0,0.32579585756170826
1753599,-3115.05811342597,5.0,0.936,0.6166666666666667,9.72,1.95,1,0,0,2,3,0,0,0,1,0,1,0.1796906914505327
2149450,51.256458333693445,2.0,-0.4716,0.402020202020202,6.14,10.0,8,0,0,3,3,0,7,0,2,1,1,0.40820460281708765
3379089,122.76979166688398,4.0,0.9161,0.3582892416225749,9.51,4.61,0,0,0,3,7,1,0,1,1,0,1,0.43603789019553185
3625966,358.47194444481283,5.0,0.8316,0.4111111111111111,8.1,1.59,0,0,0,3,3,0,0,0,0,0,0,0.3284077230067917
754349,184.08387731481344,5.0,0.9313,0.495,3.68,2.82,1,0,1,3,0,2,0,0,2,0,0,0.3504650228192861
3025672,7.860289352014661,4.0,0.34,0.3855555555555556,4.37,2.47,2,1,0,1,1,1,0,0,0,0,0,0.3816758037976432
4048582,77.21366898156703,4.0,0.9839,0.6162674362674364,9.0,15.67,5,3,0,9,16,2,2,0,3,0,3,0.6146634744287716
1282205,100.288148148451,2.0,0.4033,0.72,7.28,3.92,0,0,0,2,2,1,0,0,2,0,0,0.36888617511247784
4219085,257.23767361138016,5.0,0.5106,0.6297619047619047,8.92,4.73,1,0,0,0,1,1,0,0,2,0,0,0.3395624084235691
3582203,67.70271990727633,5.0,0.9779,0.4923611111111111,6.44,5.33,1,1,1,3,5,0,1,0,0,3,0,0.37895973459380083
1009597,530.5193518521264,4.0,0.9413,0.6509199134199134,5.19,6.38,1,0,0,1,4,1,0,0,1,0,7,0.4405326472702597
3580804,82.23104166705161,3.0,0.9753,0.5555877455877456,7.0,5.24,0,0,0,5,9,1,0,0,2,1,0,0.4113884252707158
4499314,35.9240162037313,5.0,0.9907,0.5698412698412698,12.06,11.4,2,0,0,6,3,0,0,0,6,1,0,0.4321012253719305
1367018,66.9775347225368,2.0,0.2418,0.4879629629629629,7.37,4.29,1,0,0,5,3,0,1,1,0,0,0,0.43440672767424776
1155266,-771.385358796455,1.0,0.8885,0.5125000000000001,5.26,1.97,0,0,0,0,2,0,0,0,1,2,0,0.3420773221528194
227604,84.18600694462657,5.0,0.9693,0.5,13.1,4.25,1,0,0,0,2,0,2,0,0,0,0,0.3144146532335796
2299217,36.88076388882473,4.0,0.9965,0.5646774193548386,6.76,13.47,4,0,1,7,11,1,0,2,1,1,1,0.6686457395371146
2497444,40.18021990731359,4.0,0.9394,0.5189393939393939,6.74,10.37,0,2,0,4,6,3,0,0,1,0,0,0.605444407245746
1423709,53.02115740720183,5.0,0.9382,0.8114285714285714,6.58,1.9,1,0,0,1,2,0,0,1,0,0,0,0.26305089923520064
404641,113.03627314791083,5.0,0.9354,0.8166666666666667,8.04,2.19,0,0,0,3,4,0,0,0,0,0,0,0.26437329790019665
2028059,3044.1760532408957,5.0,0.9911,0.5410605111263006,5.23,16.48,3,0,3,10,9,1,0,0,0,0,1,0.8462703811600769
2745584,36.176469907164574,4.0,0.9485,0.5479166666666666,7.98,6.01,0,0,0,4,4,0,0,1,1,1,1,0.4229302250055319
970462,28.58623842569068,4.0,0.6976,0.6980000000000001,6.68,1.59,0,1,0,4,1,0,0,0,0,0,0,0.2884942694948141
4486449,12.446377315092832,5.0,0.9947,0.5489201539201539,10.46,26.19,6,3,0,10,9,2,5,1,2,7,3,0.7834142012999672
1585075,29.58384259231389,5.0,0.9628,0.7071428571428572,6.37,3.97,1,0,0,1,4,0,0,0,0,0,0,0.33119401272749965
113086,120.42262731445952,5.0,0.9844,0.8772727272727273,6.56,5.46,1,0,2,2,1,3,1,0,1,2,2,0.3396282447797977
1545037,276.6171412039548,3.0,0.9001,0.458125,7.47,6.54,1,0,0,6,7,0,0,1,3,0,1,0.45815946637169114
4012635,189.92815972259268,5.0,0.9778,0.6687500000000001,8.51,2.78,1,0,2,3,1,0,0,0,0,0,0,0.327951793142205
2768997,627.5995486113243,2.0,0.9022,0.5281092171717171,11.34,11.91,1,1,1,4,10,2,0,0,6,0,0,0.6051025037376944
3031401,35.45189814828336,5.0,0.9399,0.6601851851851852,9.56,2.85,1,0,0,1,5,0,0,0,1,0,1,0.27908769934154526
2015477,169.4401504630223,3.0,0.969,0.5883116883116883,7.81,7.84,1,2,0,1,3,0,0,0,3,1,1,0.44646615492953495
2092626,47.6773032406345,4.0,0.9638,0.7314814814814815,6.07,2.7,1,0,1,1,3,0,0,0,1,0,0,0.30936880689662793
225064,120.25265046302228,5.0,0.9788,0.424,8.26,6.83,2,0,2,2,4,2,0,0,2,1,0,0.46864776405190095
3977122,134.9398958333768,5.0,0.9702,0.4577922077922078,5.88,2.56,1,0,1,1,4,1,0,0,2,1,0,0.3228499109997616
2971787,82.83459490723908,4.0,0.891,0.5517424242424241,9.29,7.07,0,0,0,7,3,0,2,0,2,1,0,0.3817221711805291
572075,490.963576389011,5.0,0.9485,0.417032967032967,7.62,6.57,2,0,0,5,5,0,0,0,1,0,2,0.4523741869559636
1652063,34.31270833313465,5.0,0.9098,0.3,6.0,1.37,1,0,0,0,4,0,0,0,0,0,0,0.3364051346305988
