,first_page_exposure,polarity,subjectivity,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob
441451,98,0.9837,0.535258608,7.66,12.34,5,0,2,1,5,0,1,2,2,5,10,0.4983315829302076
439667,17,0.9875,0.677272727,6.12,5.52,3,0,0,2,8,1,0,0,1,0,3,0.3695244598257754
729955,102,0.3025,0.562037037,9.87,6.14,0,0,0,1,2,0,0,0,2,0,5,0.4558359587026135
96415,58,0.8519,0.266666667,6.32,2.48,0,0,0,2,3,0,1,0,0,0,2,0.4233049431051504
56058,12,0.9545,0.589312771,7.72,7.98,1,0,0,0,11,2,0,1,0,4,6,0.44705339199251387
646194,29,0.9711,0.493282828,6.4,17.8,5,0,1,0,8,1,2,0,3,7,11,0.5581498985867287
413186,138,0.9914,0.517012987,10.6,26.75,7,0,1,1,10,2,3,1,2,2,22,0.6920949001844451
644990,13,0.9794,0.393236915,7.96,12.38,3,0,0,2,4,1,1,0,2,2,10,0.4930320089899028
95969,46,0.9836,0.513748208,13.15,19.21,4,1,1,2,5,5,0,4,2,7,9,0.5944307539366532
524830,15,0.9888,0.512318841,8.88,15.87,10,0,0,1,15,2,5,2,0,5,7,0.5405567887911678
713756,13,0.91,0.650333333,9.57,2.28,1,0,0,0,2,1,0,0,1,0,2,0.3406682467822572
562746,6,0.9913,0.713636364,4.71,6.92,2,0,0,0,8,1,2,2,4,1,5,0.37780658638602155
307020,17,0.8726,0.559464286,8.89,11.83,3,0,0,2,4,1,0,3,1,2,5,0.47324321711553546
486974,108,0.9935,0.574444444,5.17,8.08,1,0,0,1,4,3,1,0,1,2,7,0.46469680468990177
478147,39,0.9881,0.606666667,6.49,7.96,5,0,1,2,6,2,0,1,1,2,2,0.42109606293759283
143361,8,0.6808,0.411111111,8.93,6.54,2,0,0,0,3,0,1,0,2,0,6,0.4380302998190058
631501,333,0.9595,0.580769231,9.42,7.61,9,0,0,1,4,4,0,0,1,1,2,0.536131904984878
79068,89,0.9936,0.558021542,12.25,12.74,3,0,0,2,11,1,1,2,2,2,6,0.4991312571986946
165382,181,0.9231,0.675238095,16.84,6.33,4,0,0,0,6,1,0,1,0,0,4,0.44066148187558407
295771,10,0.9232,0.61875,6.23,6.48,2,0,1,0,2,2,1,0,2,2,8,0.3970821949787377
46461,52,-0.34,0.705064935,6.78,4.13,2,0,0,0,1,1,0,1,0,1,3,0.45415949565564606
407622,8,0.9517,0.493209877,8.24,4.92,0,0,0,2,4,0,0,0,3,2,0,0.37400928195735905
624994,12,0.9787,0.673076923,6.5,6.71,3,0,1,1,5,2,0,0,4,1,3,0.37561102841687083
69887,147,0.98,0.548809524,11.79,7.92,4,0,1,0,6,1,0,1,0,3,5,0.4757705362862395
206145,8,0.8575,0.508333333,7.82,8.73,6,0,0,1,3,1,2,1,1,2,6,0.4389690049870753
195438,9,0.9124,0.441001984,15.62,12.77,0,0,2,0,7,2,4,0,0,6,5,0.5011135208338375
491085,7,0.9894,0.611479592,8.8,7.15,2,1,1,1,4,3,1,2,2,2,4,0.4036679457188365
576142,8,0.9403,0.436111111,12.14,9.52,5,1,0,0,4,4,1,0,1,6,1,0.47724497916171826
570468,262,0.7783,0.5275,7.41,6.36,3,0,0,1,1,2,0,0,2,7,2,0.5058553916681396
64159,25,-0.128,0.571428571,6.17,4.25,3,0,1,0,0,1,1,0,0,1,2,0.44894463886063485
372496,90,0.7832,0.627272727,6.38,6.45,3,0,0,0,4,0,0,0,3,2,3,0.4192323291901865
302652,25,0.8593,0.671333333,9.28,6.11,5,1,1,0,3,1,0,2,0,0,5,0.39533140583543336
21868,46,0.9595,0.506060606,7.13,5.27,2,0,1,0,5,3,0,0,2,0,5,0.4239603418281287
668135,52,0.995,0.5505839,10.87,28.94,7,0,1,6,8,1,2,1,1,3,13,0.6486103593250487
46917,6,0.9556,0.607264957,5.51,6.98,6,0,2,0,0,2,0,0,2,3,2,0.3955327009934927
695723,14,0.9587,0.424074074,12.75,4.66,0,0,1,3,5,3,0,0,3,0,4,0.39281679090711297
365498,67,0.9463,0.340102041,5.33,7.93,2,0,0,1,6,2,0,0,2,0,8,0.4917632003331376
337404,74,0.7579,0.435909091,7.87,5.42,0,0,0,0,2,0,1,0,0,0,3,0.44534424793339444
629732,486,0.93,0.445238095,7.64,5.82,1,0,0,1,2,0,0,0,3,0,7,0.5680388298455902
401036,58,0.9825,0.647916667,10.29,5.02,2,0,1,1,2,1,1,2,0,3,0,0.3798362981556623
45993,4,0.1219,0.521801347,8.57,10.87,3,0,1,1,5,1,0,0,1,3,13,0.518104555901408
2181,50,0.9867,0.66015873,7.1,7.11,4,0,1,1,5,3,0,0,2,1,4,0.4086381989396353
44604,36,0.911,0.490909091,7.78,4.97,2,0,0,0,4,2,0,0,0,1,5,0.42554119241070026
411308,125,0.9631,0.518452381,12.58,14.93,0,1,0,0,3,1,2,0,0,1,5,0.5466125070908788
24726,50,0.9538,0.686666667,8.35,3.98,1,1,1,0,4,1,1,1,3,1,2,0.35686980359903714
566764,23,0.9214,0.696105442,7.75,4.82,1,0,0,1,3,0,1,0,0,1,1,0.3563546182724207
416751,13,0.9967,0.550551146,10.42,14.9,5,0,0,0,15,0,1,1,3,1,11,0.5082609430611625
478526,47,0.9371,0.615740741,5.3,3.51,0,0,0,1,3,2,0,1,0,0,2,0.38409514848534526
2556,34,0.9894,0.658928571,8.54,7.3,3,0,0,0,7,1,1,1,0,2,4,0.41152655929147236
400690,14,0.9468,0.571296296,8.58,4.66,3,0,1,0,1,0,0,1,1,0,3,0.3734261942575467
477039,12,0.7769,0.5,12.89,2.19,0,0,0,1,1,0,0,0,0,0,0,0.36086621349183085
159269,5,0.836,0.37,9.23,4.22,0,0,0,0,6,1,0,0,2,0,2,0.41928243502651485
647183,18,0.7964,0.541481481,8.85,5.32,1,0,0,1,1,1,0,1,1,0,0,0.3984165159075211
604804,247,0.7745,0.108333333,9.34,9.7,0,0,0,0,0,0,1,0,1,0,3,0.6097281349547783
66521,6,0.9971,0.49485058,11.11,41.84,10,1,1,1,21,5,6,0,6,7,29,0.8042959623638956
736395,53,0.796,0.4625,8.04,2.59,1,0,0,0,4,1,0,0,0,0,1,0.4076773076633411
43641,6,0.5574,0.497222222,6.7,7.45,3,0,0,2,4,0,1,2,1,3,4,0.44209032383394337
42931,146,-0.9389,0.558823529,5.94,18.83,10,0,0,4,3,1,3,0,0,0,6,0.6890473497625527
378926,49,0.9981,0.475737734,6.59,45.55,16,1,0,4,16,2,7,3,2,9,19,0.8293316033451065
368624,17,0.9842,0.623869048,7.13,9.31,1,0,1,2,6,2,1,0,2,1,5,0.41843221048921886
199766,8,0.9538,0.676666667,7.12,6.48,3,0,1,3,4,1,0,0,3,3,2,0.357826319128625
268758,19,0.9839,0.566491228,7.18,9.09,3,0,0,1,8,2,0,2,2,2,10,0.44971502216188
728121,127,0.9545,0.40625,12.05,4.3,1,0,0,0,3,2,0,1,2,1,2,0.4485502445654687
32311,133,0.886,0.649786325,6.05,5.58,3,0,1,1,5,1,0,1,1,0,5,0.424295886773425
364352,84,0.9844,0.447222222,10.15,16.5,7,1,0,3,13,2,0,0,1,3,10,0.5732033463171918
595403,179,0.9574,0.619047619,11.83,2.53,0,0,1,0,2,0,0,0,2,1,1,0.38621868092691475
677486,16,0.989,0.562312312,7.6,16.78,6,0,3,2,13,1,1,2,2,6,8,0.5265431051256946
369261,283,0.6597,0.403333333,6.43,3.28,2,0,0,0,2,2,0,0,0,0,2,0.5227592434790087
560333,5,0.9942,0.629319728,8.17,11.05,5,0,0,2,4,1,0,4,0,0,8,0.4457631506236225
374562,35,0.8801,0.560081333,5.83,6.39,3,0,0,3,6,2,0,0,1,1,3,0.41267735251230364
288052,26,0.802,0.341931217,10.12,4.92,1,0,0,1,2,2,0,0,0,1,3,0.4446277238940736
171533,56,0.9022,0.485769231,8.66,5.21,0,0,0,0,4,2,0,0,1,1,5,0.4322275045357729
307797,56,0.9316,0.659888889,7.99,6.92,3,0,0,0,2,1,0,0,2,0,4,0.40161563532594247
183974,201,0.9928,0.6666,6.26,11.74,3,0,0,5,12,1,0,0,3,2,9,0.49177914801479045
750467,50,0.792,0.560526316,7.78,12.69,2,1,0,3,3,0,1,2,1,4,12,0.48802335160161897
325078,109,0.9863,0.433333333,7.28,11.24,3,0,0,3,10,2,0,2,2,5,10,0.5260597027700981
549359,169,0.2023,0.485714286,7.89,6.83,0,0,0,0,1,0,3,1,2,1,5,0.512049944625574
346113,21,0.8979,0.506286075,8.21,12.43,7,1,0,0,7,4,1,0,2,1,6,0.51040335753714
653882,167,0.9807,0.554358974,8.65,8.53,8,0,1,1,5,2,0,0,3,0,4,0.4722639949369533
407803,51,0.743,0.611111111,7.8,2.38,2,0,0,0,1,2,0,0,0,2,1,0.3825754397896139
565097,7,0.7783,0.75,5.68,1.32,0,0,0,1,1,0,0,0,1,1,0,0.3113940287161299
285014,8,0.8402,0.619642857,9.8,1.98,0,0,0,0,3,1,0,0,1,0,1,0.3465252842474918
28002,43,0.9941,0.474107143,9.53,43.29,9,4,1,0,19,9,2,1,3,9,31,0.8567568432120475
482936,25,0.9966,0.515280183,10.32,23.21,14,1,0,5,11,2,1,1,5,3,12,0.5834479656152939
403783,41,0.9893,0.51537331,7.49,15.35,0,0,1,10,4,1,0,0,4,2,5,0.456064302371021
52771,20,0.8313,0.646825397,10.57,12.02,3,0,1,0,5,1,0,0,6,4,11,0.44643937743345147
616613,52,0.0,0.0,7.2,3.67,1,0,0,0,1,1,1,0,2,0,4,0.5507979865580277
486869,76,0.9652,0.597566138,8.95,3.36,1,0,1,1,5,0,0,0,2,0,4,0.36801850992518376
621971,25,0.3818,0.648333333,8.79,7.37,3,0,1,2,1,1,0,1,2,0,7,0.42226615640968207
520684,85,0.3612,0.470154553,9.56,14.9,3,0,0,3,5,4,0,1,3,2,10,0.5876418225574965
161753,7,0.9565,0.394155844,15.3,4.16,0,0,0,1,5,1,0,1,2,1,2,0.3947547246473074
184135,28,0.9158,0.58135323,6.33,11.34,4,0,1,1,12,3,2,0,3,1,6,0.47434188986921144
501377,67,0.9738,0.464871795,8.37,7.24,4,0,0,1,6,3,1,1,2,3,4,0.4581276784963347
6935,158,0.9023,0.536805556,8.05,12.55,2,0,3,2,6,4,0,3,3,1,9,0.5448760683549888
673905,33,0.9928,0.500204082,8.02,17.53,1,1,0,3,9,7,1,1,5,6,11,0.5726430543186797
226896,96,0.9081,0.556770833,9.88,5.77,2,0,0,2,4,1,1,0,2,1,7,0.4124069177227479
531914,9,0.9919,0.591052632,5.53,10.99,6,0,3,5,3,2,0,0,2,2,4,0.41738068385246974
113178,46,0.9878,0.504666667,9.83,16.92,12,1,0,0,9,5,1,0,3,4,11,0.572470701073057
131137,1,0.9988,0.473531529,13.11,40.81,12,2,3,6,19,2,2,0,1,14,21,0.778758316027556
8837,157,0.961,0.596645022,3.79,4.2,1,0,0,0,7,1,1,0,0,1,6,0.4369232792896539
248395,87,0.9062,0.503395062,8.0,3.5,2,0,0,0,1,1,0,0,1,0,1,0.40568391664768466
724326,5,0.9665,0.543826232,6.11,9.81,0,0,0,2,6,4,0,1,2,2,10,0.46233028788907743
79735,5,0.2732,0.446666667,5.51,3.2,0,0,0,2,0,0,0,0,0,0,3,0.416124605186795
679894,10,0.9783,0.495555556,13.07,7.93,3,1,1,0,2,2,1,0,3,1,4,0.4169304464309114
539854,4,0.9184,0.562619048,8.93,3.19,2,0,0,0,3,1,1,0,0,1,3,0.3675483727287951
135133,2,0.9767,0.530494904,8.9,20.74,5,0,0,0,15,2,3,0,2,3,20,0.5957781979868936
80361,70,0.9451,0.629882155,11.16,6.95,3,0,1,2,5,1,1,0,1,2,4,0.40114721465302067
493805,13,-0.5142,0.619139194,9.83,5.42,3,0,1,1,1,0,0,0,2,1,5,0.4550679134957989
748630,3,0.9686,0.708571429,6.95,2.63,2,0,2,1,5,1,0,0,0,0,1,0.3287258823420715
498516,19,0.2023,0.625641026,7.84,7.59,1,0,0,3,2,1,2,0,1,1,5,0.43442890746650364
481548,21,0.9749,0.548880286,7.9,23.09,4,0,1,4,13,3,0,0,7,0,12,0.5857620321875346
211610,5,0.128,0.35,10.31,6.02,2,0,0,0,1,2,0,0,0,1,5,0.4987091947814142
527523,24,0.969,0.554230769,8.95,6.36,1,0,1,0,3,3,0,0,0,2,2,0.42179056496117223
93145,24,0.9835,0.591666667,8.42,4.88,1,0,1,1,5,1,0,0,1,1,2,0.3778117708394321
335051,17,-0.9741,0.618518519,11.89,12.32,4,1,0,0,2,1,1,0,2,3,9,0.5824385745151993
76642,18,0.0258,0.619283747,6.2,2.89,1,0,0,0,3,0,1,0,0,0,2,0.4118617995487468
490788,226,0.3818,0.625,4.2,2.47,1,0,0,0,1,0,0,0,1,0,2,0.4526151483317651
528163,25,0.9402,0.62962963,5.15,5.58,3,0,0,0,4,1,0,0,2,6,3,0.39082228411192504
24702,9,0.9617,0.68,6.54,3.88,0,0,0,0,4,0,1,0,2,0,3,0.3435957443449573
122501,3,0.8442,0.431176324,10.4,5.55,2,0,0,1,3,1,0,0,0,4,2,0.41964685330244617
311285,10,0.926,0.4125,6.31,3.32,0,0,0,0,3,0,1,0,1,0,1,0.39080132965215897
723343,27,0.8779,0.593181818,12.49,1.56,1,0,0,1,3,1,0,0,1,0,1,0.34139955108992803
721625,300,0.9851,0.520400605,6.85,13.53,9,0,0,4,10,4,1,1,1,1,8,0.6024990322252722
196048,4,0.9638,0.596031746,7.16,6.42,1,0,1,1,6,2,1,1,0,2,5,0.40477406299866026
358149,22,0.9842,0.702968975,7.02,11.06,3,0,0,0,11,3,0,1,5,0,12,0.44889124584585294
709516,72,0.9395,0.501785714,13.14,12.24,2,0,0,3,4,0,0,0,5,2,5,0.46110788012468795
707058,38,0.6124,0.55,6.14,5.23,4,0,0,1,5,2,0,0,1,1,6,0.4309052805791849
322422,16,0.9729,0.674603175,9.19,8.65,3,0,2,1,7,2,1,2,2,2,6,0.4099020603430144
604714,39,0.6808,0.357291667,5.47,2.97,3,0,0,0,2,0,0,0,0,0,3,0.4295404138388956
648581,15,0.9951,0.727777778,8.2,8.18,0,0,2,4,10,2,2,0,1,1,8,0.3792746525395342
6488,351,-0.743,0.69,13.16,3.63,1,0,0,1,2,0,0,0,1,0,3,0.5568766867929734
352064,14,0.9943,0.476478401,11.04,19.2,3,0,1,3,11,9,0,1,1,10,10,0.6195615710574138
93090,17,0.9729,0.604708995,7.95,11.49,2,0,0,0,6,0,2,0,2,2,12,0.4504107509105763
28618,23,0.9153,0.604734848,8.35,5.77,5,0,0,0,6,3,0,0,1,1,1,0.4090059993036598
463452,812,0.6486,0.395954545,8.79,8.15,3,0,0,0,3,1,1,0,0,1,4,0.7396700052727709
632220,77,0.9895,0.479722222,5.74,12.5,3,0,0,0,8,1,0,1,4,1,5,0.5140072420513194
91406,23,0.9812,0.47851582,5.14,29.06,2,3,0,1,16,2,3,3,5,7,19,0.700093375961914
25747,28,0.9879,0.589715608,19.65,10.87,3,0,1,2,6,3,0,3,1,3,3,0.45067260654950037
714293,105,0.9588,0.598666667,8.3,5.66,2,0,0,1,2,0,0,1,2,1,4,0.40507873678026807
518413,45,0.9626,0.477111111,8.43,6.43,1,0,2,0,4,1,1,1,2,0,7,0.42630295515045596
42932,159,-0.8405,0.469444444,7.3,7.12,6,0,0,1,0,2,0,0,2,0,7,0.5935117465753856
418635,30,0.9801,0.509642857,6.92,5.11,2,1,0,3,9,0,0,0,1,1,2,0.38990141170074066
579010,146,0.4588,0.365740741,6.4,9.92,5,0,0,0,4,2,0,1,1,2,5,0.5771907439654351
279540,121,0.9949,0.436090808,9.26,28.01,5,0,0,4,9,4,3,1,1,5,8,0.7091485861663579
339714,17,0.7028,0.82,7.89,6.67,3,1,1,0,2,1,3,0,2,2,1,0.36022687455132035
295307,12,0.9643,0.742857143,4.81,4.39,2,0,0,2,3,4,0,1,0,1,3,0.36440981686314616
383764,61,0.9979,0.445815747,9.02,48.32,13,0,2,14,21,4,3,1,7,3,27,0.8189832728531076
460800,66,0.989,0.549138742,5.68,10.66,4,0,1,5,14,3,0,0,1,3,5,0.4757347420773286
108762,11,0.7269,0.466666667,10.0,1.9,3,0,0,0,0,0,0,0,0,0,1,0.37384113058218094
322756,163,0.9944,0.565952381,6.89,17.47,8,0,1,2,12,6,0,0,2,2,13,0.6160667826981132
768533,4,0.9752,0.567965368,9.79,7.35,4,0,1,0,5,1,1,0,2,1,6,0.4025240587588352
326223,10,0.9337,0.493666667,11.55,11.61,6,1,3,0,4,0,1,0,2,2,6,0.45663376542352113
205909,9,0.986,0.430564832,8.3,16.89,5,0,0,2,9,3,3,3,2,1,13,0.5609187344658131
214780,16,0.9316,0.518425926,5.63,10.5,2,0,1,1,5,2,0,0,0,1,11,0.47694404070756374
743292,67,0.9813,0.688592593,7.23,8.71,2,1,0,1,10,0,0,0,3,2,6,0.4169705331217868
215608,55,0.9848,0.564035088,8.87,13.35,6,1,0,4,7,3,3,1,0,2,8,0.4930089576396589
431587,27,0.9964,0.518865741,11.66,27.16,8,0,0,2,4,7,1,0,4,2,15,0.6670330169204225
262902,26,0.9802,0.816666667,8.09,3.85,1,0,2,1,1,1,0,0,2,0,6,0.3176548228531513
665311,47,0.6502,0.517294044,14.29,26.34,11,0,0,2,11,1,0,4,2,4,12,0.6764975471602204
420753,9,0.997,0.531670362,11.82,23.34,5,0,0,8,19,3,1,1,2,4,17,0.5951157457644312
715929,32,0.9571,0.520493197,7.79,7.62,3,0,1,3,5,3,0,0,2,2,3,0.42490465391734134
421904,18,0.9878,0.533812698,8.24,12.65,5,0,2,0,9,3,0,0,1,3,6,0.5022654747194912
432941,14,0.9751,0.528571429,6.22,8.9,1,1,0,4,6,1,1,1,1,2,5,0.4241910743232827
139259,3,0.8481,0.632896825,11.42,10.18,4,1,0,0,3,0,3,0,2,3,6,0.41700615031394883
70330,26,0.9008,0.528929513,6.19,10.34,2,0,1,3,8,4,2,0,2,2,8,0.46821601601962437
411229,74,0.9911,0.575943878,10.16,14.35,2,0,1,3,13,2,2,2,2,5,8,0.5147328296441146
210118,19,0.3182,0.595,9.23,3.78,1,0,0,1,2,0,0,0,0,1,2,0.39993282281405895
741291,34,0.8957,0.683333333,6.55,3.04,2,0,0,1,2,1,0,0,1,1,3,0.34958014688070416
146849,3,0.9941,0.57514881,9.47,13.47,8,0,0,1,8,5,1,0,3,2,6,0.49272917947141637
591611,11,0.93,0.679320988,6.9,4.92,1,0,0,0,2,1,0,0,2,1,3,0.36274976326886993
504882,72,0.9556,0.6325,9.63,7.64,1,0,0,0,5,2,1,0,2,3,5,0.42841625330336597
113114,12,0.8725,0.454230769,12.7,10.91,3,0,0,4,4,1,0,1,3,0,6,0.4493718442871051
460543,14,0.975,0.586111111,10.4,5.63,1,0,0,1,6,1,0,1,1,0,2,0.3874673778730292
278194,27,0.4449,0.407142857,6.4,11.85,6,0,0,1,3,1,0,0,2,3,5,0.5304355368504177
85840,16,0.9226,0.543605016,8.45,14.26,5,0,0,0,8,3,1,0,1,4,6,0.5234520094587591
404820,40,0.9726,0.638194444,7.08,8.34,3,0,0,0,1,0,0,2,2,1,5,0.41400711532840007
702864,14,0.9509,0.486071429,6.56,3.72,3,0,0,0,5,1,0,0,1,0,3,0.39260734963920013
420994,48,0.9822,0.504672619,8.4,18.29,7,0,2,2,7,4,0,2,4,3,11,0.5714800245083327
614371,16,0.6369,0.413461538,11.01,6.58,2,0,0,1,3,2,0,0,2,3,4,0.45092454425897255
421042,77,0.9186,0.570454545,6.93,2.7,0,0,1,0,4,3,0,0,0,1,3,0.4025284361658872
172079,16,0.9483,0.550490196,9.74,8.78,3,0,1,1,4,1,0,0,0,2,4,0.4317701588004122
227183,18,0.897,0.564722222,6.54,4.42,4,0,0,0,3,1,0,0,0,0,6,0.39295862259728026
51222,174,0.9131,0.593962542,10.23,15.25,5,1,0,1,8,4,0,3,0,5,9,0.596153926972062
478198,14,0.9773,0.461403509,6.91,10.31,2,0,1,0,5,3,0,0,1,3,8,0.48798044147743724
304754,9,0.9764,0.5375,4.94,3.79,2,0,0,1,5,1,1,0,1,0,4,0.37528939590652033
343893,30,0.8625,0.85,4.68,1.34,1,0,0,0,2,0,0,0,0,1,2,0.30888397019827585
336260,50,0.9628,0.605202381,5.08,8.45,2,0,0,0,12,4,0,0,2,1,8,0.4677996328530178
195978,20,0.8481,0.51875,5.33,2.03,1,0,0,2,3,0,0,0,1,0,1,0.3570552296111944
585584,9,0.765,0.916666667,5.75,1.23,1,0,0,0,1,2,1,0,0,1,0,0.3008050987550476
170994,21,0.9545,0.651322314,10.4,4.5,0,0,0,0,6,2,1,1,1,1,2,0.3764092169225601
251301,9,0.9287,0.63125,7.78,2.94,1,0,1,1,3,0,0,0,0,2,1,0.34374566371331
579056,75,0.9947,0.750438596,6.32,10.33,12,0,2,5,9,1,1,1,1,2,3,0.4071610434283279
227830,107,-0.6764,0.536458333,9.39,16.48,3,0,0,0,4,1,4,1,3,5,7,0.6535028384392133
2896,75,0.91,0.551948052,7.31,5.05,2,0,0,1,5,1,1,0,2,2,1,0.4056011896459369
633525,118,0.978,0.552777778,7.45,5.17,1,0,0,1,3,2,0,0,2,1,4,0.4242443042962335
315758,26,0.9153,0.595185185,9.85,5.11,1,0,0,2,3,3,0,0,0,0,4,0.39293624876744665
654929,207,0.959,0.453257576,11.16,16.91,4,1,2,3,8,7,1,0,0,7,6,0.6401632527822619
653191,61,0.8937,0.394639498,15.65,14.56,2,0,0,3,8,3,1,0,2,6,8,0.5456545503502676
751142,23,0.793,0.57708134,10.84,11.4,3,0,1,1,4,2,0,0,1,1,6,0.4713768105947625
474277,1334,0.9732,0.650324675,4.67,3.83,1,0,0,1,9,0,0,1,1,0,3,0.786443960186257
501167,43,0.9552,0.73122449,8.3,2.84,1,0,0,0,5,1,0,1,1,1,2,0.34807089009939113
132112,20,0.99,0.541801948,10.09,17.48,5,0,1,1,9,3,3,0,5,3,10,0.5294244341073631
380423,9,0.9169,0.513068182,8.99,8.64,3,0,0,1,6,1,0,0,1,3,5,0.4402587772579309
241363,19,0.9578,0.462037037,8.0,5.45,2,0,0,0,4,1,0,1,3,1,1,0.408995491033729
471262,48,0.802,0.566666667,5.8,3.11,2,0,0,0,2,1,1,0,1,1,3,0.3863611379577234
276895,15,0.9883,0.655357143,6.9,7.8,2,0,0,1,7,4,0,2,0,2,6,0.4334770256728399
114096,16,0.992,0.666493506,9.76,8.89,0,0,0,1,2,0,1,0,1,0,4,0.3938448011532662
363327,5,0.9524,0.687792208,6.0,3.55,1,0,0,0,5,1,0,0,0,0,6,0.35742932340677
683423,237,0.782,0.532142857,5.22,8.15,4,1,0,0,2,0,0,0,1,0,2,0.514243595019465
671834,35,0.8516,0.633333333,5.82,2.6,0,0,1,0,1,1,0,0,0,0,1,0.3629320878896248
678170,11,0.9403,0.7125,6.0,0.66,0,0,0,1,3,1,0,0,0,0,0,0.31392901715985794
325130,20,0.9977,0.534573016,8.55,25.63,5,1,0,2,21,2,1,2,6,7,17,0.6469891906529378
30912,26,0.9727,0.576,6.78,4.19,1,0,0,2,7,1,0,0,0,1,4,0.38098907545820504
80100,8,0.9945,0.501990694,8.46,17.04,2,1,0,3,14,4,0,1,0,3,4,0.5635473618219966
173589,31,0.9825,0.450617284,7.22,13.74,8,0,1,1,11,3,0,2,1,3,7,0.5422360386247225
365616,28,0.5267,0.341666667,9.29,2.76,0,0,0,0,0,0,0,0,1,1,1,0.4245552265697474
757340,19,0.9548,0.544285714,10.4,6.07,6,0,2,0,0,0,0,0,1,1,5,0.3875821416244499
325644,6,0.9931,0.61735589,5.98,6.35,0,0,0,2,6,0,0,2,2,1,3,0.3799614464207908
430956,503,0.4767,0.560416667,7.12,5.41,1,0,0,3,1,0,0,0,0,1,4,0.5754681737833999
98350,53,0.9451,0.418367347,7.19,3.36,3,0,0,0,5,1,0,0,1,2,1,0.41425949845762294
592381,149,0.9896,0.501284585,9.32,16.23,9,0,1,5,6,0,1,0,1,3,8,0.5409395149593428
404475,28,-0.9571,0.606578947,6.73,9.58,3,0,0,2,3,1,3,0,2,1,4,0.5432202495898745
52705,55,0.9471,0.623366013,7.3,9.56,4,0,0,2,7,2,1,4,0,3,4,0.4595265829551777
622294,115,0.946,0.742857143,6.52,2.95,2,0,1,1,5,0,1,0,0,0,3,0.3585374826887013
292886,16,0.9186,0.528846154,8.63,7.89,1,0,1,1,3,0,2,2,2,1,5,0.41379902692210757
292021,175,0.9772,0.566452991,8.71,9.77,10,0,1,1,3,3,0,0,3,0,4,0.49000550918073227
161936,21,0.9929,0.555656085,10.75,47.65,9,1,2,6,25,10,5,2,4,5,18,0.8491780236638693
239949,7,0.9735,0.621666667,7.22,3.57,1,0,1,0,2,1,0,0,0,1,7,0.3622802486960549
265450,5,0.9689,0.468030303,7.81,5.52,2,0,0,0,4,0,0,0,0,3,1,0.4082225953343028
416956,38,0.9136,0.722780952,5.7,2.13,1,0,0,1,2,1,0,0,1,0,2,0.33330694385653475
681364,8,0.9906,0.623469388,12.76,13.43,6,0,0,0,0,0,0,1,4,1,5,0.4423788898968165
468267,162,0.9869,0.556969697,8.29,7.55,3,0,0,1,8,1,1,1,3,1,4,0.46166904229275246
104940,21,-0.0772,0.602272727,6.1,2.67,0,0,0,1,1,1,0,0,1,0,1,0.4159267918195825
148985,5,0.8957,0.708333333,9.97,9.62,3,0,0,1,3,3,0,1,0,2,2,0.424900368591572
240035,32,0.9913,0.581764172,10.18,24.0,6,0,3,5,9,6,2,3,5,6,12,0.6061406074136866
507633,25,0.9646,0.588690476,11.81,6.99,1,0,1,1,4,2,1,0,1,0,2,0.40081449333353714
614245,134,0.9661,0.675974026,9.47,3.98,0,0,1,1,5,0,0,2,0,1,2,0.3921825224864388
755761,34,0.802,0.51,4.48,7.45,1,0,0,1,5,2,0,0,4,2,4,0.44087493178049236
550636,5,0.9934,0.59819376,10.07,19.86,6,1,1,4,13,1,2,1,2,3,8,0.533095448755325
619186,180,0.4767,0.591666667,6.87,2.04,0,0,0,2,2,0,0,0,0,0,2,0.42249805599139534
593896,312,0.9209,0.482895623,7.49,21.55,5,1,0,2,4,1,0,1,3,0,12,0.6856738674631705
469371,79,0.9371,0.373333333,6.49,6.52,2,1,0,3,2,0,1,0,2,2,2,0.4354829852956857
447282,165,0.9926,0.494809524,7.02,11.11,3,0,0,2,6,0,0,0,2,5,5,0.5103658168323268
484517,248,0.9698,0.519907407,5.9,9.03,5,1,0,2,8,4,1,1,1,1,5,0.5426980729367038
568703,409,0.9359,0.727777778,8.02,4.98,6,0,0,0,5,1,1,0,2,2,0,0.48826218010376926
746292,46,0.9747,0.530934343,7.5,6.51,1,0,0,0,5,1,1,0,0,1,6,0.4290511640422341
285105,167,0.9912,0.469486532,8.43,23.05,10,1,0,0,9,2,4,1,3,2,16,0.668722856474751
439423,153,0.8734,0.696527778,12.21,4.91,1,0,0,2,1,0,0,1,0,0,2,0.3941745816520244
65341,36,0.9902,0.540340909,10.64,10.12,4,0,1,1,6,4,0,1,1,1,4,0.47222706092537925
237547,12,0.9894,0.6325,6.8,10.83,1,0,0,0,8,0,3,0,4,4,3,0.4242754735981283
62263,3,0.9226,0.485166573,6.9,9.78,4,0,0,5,8,2,4,1,1,4,11,0.4411429336566561
716331,87,0.9829,0.6725,10.24,6.46,2,0,0,2,1,0,0,1,1,0,3,0.38567894033243355
398409,108,-0.9393,0.53530303,9.13,25.46,6,1,0,1,3,2,5,3,0,3,17,0.7700102692058822
366215,27,0.9422,0.63,10.02,4.47,1,0,0,2,3,2,0,1,1,0,2,0.36904430260770965
