,first_page_exposure,stars,polarity,subjectivity,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob
9993,714.5518287038431,5.0,0.9916,0.4680555555555556,9.46,10.99,1,1,1,0,3,1,0,0,1,0,1,0.6323127227455521
3693,160.1136689814739,4.0,0.9515,0.5550925925925926,5.17,16.75,6,0,1,10,6,2,0,2,2,1,6,0.7287272983614999
20569,42.58290509274229,4.0,0.9423,0.4808823529411765,12.07,6.9,2,1,0,2,9,0,1,0,2,0,3,0.509502608916717
440,27.0767245371826,5.0,0.9682,0.6000000000000001,6.74,4.01,3,0,0,2,4,0,0,2,0,0,0,0.4698819370013514
1652,17.181226851884276,5.0,0.6705,0.3,22.4,3.83,4,0,0,2,0,0,0,0,2,0,1,0.4139281236218731
13867,422.6140625001863,3.0,0.9628,0.4978333333333333,9.63,9.11,14,1,1,2,6,0,2,0,0,0,5,0.6536078535725333
18682,58.26861111121252,1.0,0.7351,0.6296296296296298,5.06,7.05,7,0,1,7,3,0,4,1,2,3,2,0.40632136561478865
29924,24.55877314833924,5.0,0.8687,0.3714285714285714,3.9,2.31,4,0,1,0,1,1,0,0,0,0,3,0.5012614560769054
20832,85.73273148108274,1.0,0.9918,0.5923366744366741,7.17,49.26,21,1,2,41,25,3,7,4,5,6,8,0.9616235844998187
28778,393.3729745368473,5.0,0.9764,0.4837878787878787,6.56,3.67,3,0,2,0,5,1,0,1,1,2,1,0.5217819763929006
29011,1155.3951736111194,4.0,0.1779,0.636,8.16,2.75,1,0,0,1,2,1,0,0,1,1,2,0.4318975517416035
15062,45.27853009290993,5.0,0.969,0.6895061728395063,8.53,3.7,2,0,0,0,3,1,0,0,0,0,1,0.4341002724191221
27075,218.80888888891783,4.0,0.9493,0.6041666666666666,3.48,3.1,3,0,1,0,2,1,0,0,1,0,0,0.4626012397070669
23114,101.71695601847024,4.0,0.9705,0.5397660818713451,5.11,8.33,11,1,1,4,11,2,1,0,1,3,0,0.6257522913550227
21652,45.06491898186505,3.0,0.9674,0.4665624999999999,7.91,6.24,2,0,0,0,4,0,2,0,0,0,2,0.49885217756938793
24922,76.0861689816229,5.0,0.9169,0.4466666666666666,4.26,2.61,0,0,2,0,1,1,0,0,0,1,1,0.473596994994428
21703,849.0611689812504,3.0,-0.7717,0.3125,6.67,10.65,9,0,1,5,2,1,2,1,0,0,1,0.697303895190019
2821,35.98517361143604,2.0,-0.0772,0.6166666666666666,7.47,5.1,3,0,0,0,0,0,0,0,0,5,2,0.40440000866532033
26873,73.87656250037253,5.0,0.9929,0.4931938159879336,8.2,17.06,15,0,4,3,12,2,0,0,1,1,3,0.8596555891080597
8455,291.8684837962501,2.0,0.8885,0.5516666666666667,8.07,3.94,7,0,0,0,3,0,0,0,0,0,3,0.5111365684529373
23918,56.792650463059545,3.0,0.9899,0.5188346883468835,8.24,21.43,13,1,2,11,12,2,2,0,4,5,6,0.772625013802474
9659,189.8814004631713,5.0,0.9893,0.5975029023799516,8.7,29.51,28,3,1,7,10,2,2,6,5,1,12,0.9084308743575901
463,26.99890046333894,1.0,-0.4188,0.5777777777777777,4.8,1.95,2,0,2,1,3,1,0,0,0,0,2,0.49696745799673236
3411,14.96179398149252,4.0,0.7845,0.6637500000000001,9.89,4.2,0,0,0,1,1,1,0,0,1,1,3,0.38817038489737327
19048,239.5167824076489,3.0,0.4588,0.5016835016835016,5.9,2.98,1,2,0,0,4,0,0,2,1,0,2,0.4568078070764982
9963,717.2493865741417,4.0,0.9735,0.7427083333333334,5.7,2.12,4,0,0,0,6,2,0,0,1,0,0,0.45956659973701264
15982,889.9811111111194,1.0,-0.0258,0.455,11.14,4.83,5,0,0,0,0,1,0,1,1,0,1,0.5323735543356433
15184,31.1126736109145,5.0,0.8126,0.3,5.75,2.42,6,0,1,0,2,1,0,0,2,0,0,0.4970426996267201
28687,1033.5660995370708,4.0,0.9274,0.4655844155844156,6.96,5.54,5,0,0,0,2,3,0,0,0,1,2,0.5794821598506287
17520,31.19540509255603,1.0,0.967,0.4974166666666666,7.56,13.31,6,0,0,3,6,2,0,0,3,2,8,0.6517249191958955
28627,468.8101041666232,4.0,0.986,0.4947383891828337,7.55,17.26,4,0,0,0,10,0,0,0,1,4,2,0.7384557750485153
14546,47.85275462921709,5.0,0.9153,0.6833333333333333,8.97,3.39,1,0,0,0,3,1,0,0,0,0,1,0.4228026641366892
5200,413.1526620374061,5.0,0.9413,0.7166666666666667,7.03,1.88,2,0,0,0,4,2,0,0,0,1,0,0.4167600681260307
13596,118.2471875003539,2.0,-0.8823,0.571969696969697,9.9,10.81,8,0,0,0,1,2,1,0,0,2,5,0.6098810920410225
9239,-2591.75910879625,1.0,0.4914,0.3375,11.36,2.19,0,0,0,0,0,0,0,0,0,0,0,0.34149887319384
20318,102.96559027768672,5.0,0.9034,0.5677777777777778,6.9,18.6,15,0,0,5,15,2,0,2,3,2,5,0.8172235564844559
12016,202.08765046298504,2.0,-0.7506,0.3023148148148148,4.66,4.89,2,0,0,1,1,1,1,0,0,0,3,0.5398297889841784
7720,194.05362268537283,4.0,0.985,0.4291806958473625,12.11,18.44,19,2,3,3,9,0,0,0,3,2,4,0.8232575680152818
6667,159.92774305539206,2.0,0.765,0.5753333333333334,9.16,3.67,4,0,0,0,4,1,0,0,0,1,0,0.47923214511695056
14949,35.704699073918164,2.0,0.8068,0.5950000000000001,6.94,4.86,2,0,1,5,4,0,2,0,1,2,1,0.4098348950123259
21178,44.00203703669831,4.0,0.9677,0.5672759856630825,7.57,19.92,7,1,1,7,11,3,1,1,3,3,8,0.764627979731364
26459,250.05576388910413,4.0,0.9628,0.4124691358024691,6.52,5.91,2,0,0,0,5,1,1,0,0,2,2,0.5244718231635881
12478,-3285.562013888732,1.0,-0.4939,0.4651515151515151,7.08,4.66,5,0,0,1,2,2,0,0,0,0,3,0.4208352901567933
20806,233.7466319445521,4.0,0.9736,0.6113784907902555,9.43,7.01,0,0,0,8,5,0,1,0,2,0,3,0.4348348473594014
7464,8.509803240653127,4.0,0.9769,0.6111111111111112,9.08,5.67,6,0,1,4,2,0,0,0,3,2,1,0.4209887774474756
28369,105.71721064811572,5.0,0.8121,0.569949494949495,10.68,7.57,2,0,0,0,3,0,0,0,0,1,0,0.5083072887453635
23830,-2370.847905092407,5.0,0.872,0.4691666666666666,8.13,3.25,4,0,2,0,1,0,0,0,0,0,3,0.40791989423817504
8171,365.3583912039176,5.0,0.9442,0.4023276723276723,9.03,7.79,9,0,0,0,7,1,0,1,0,4,3,0.6169230866848026
1582,30.44012731453404,1.0,-0.8679,0.675,6.9,9.09,7,0,0,0,0,0,1,0,4,3,4,0.444062793377834
17629,-2810.8996180556715,5.0,0.9709,0.5257575757575758,4.25,3.55,2,0,0,1,4,1,0,0,0,0,0,0.37330165277044536
24566,74.07497685169801,5.0,0.9638,0.6297619047619047,6.07,8.61,0,1,0,1,9,1,0,0,0,1,3,0.5694223162991531
20016,922.0154050923884,5.0,0.9887,0.5736060606060606,10.95,8.56,1,0,1,3,5,0,1,0,0,1,2,0.5590555290039134
17924,223.9159837961197,1.0,-0.7819,0.5142857142857143,7.95,3.63,1,0,0,0,3,1,0,1,0,0,1,0.5066394395366478
6582,51.20396990748122,4.0,0.9212,0.7166666666666668,6.65,2.54,0,1,0,2,4,1,0,0,1,1,2,0.3692102263110651
23471,156.841111110989,4.0,0.8297,0.6944444444444444,5.11,4.1,1,0,0,1,6,1,0,0,0,1,3,0.4647388822550098
10703,454.8886689813808,3.0,0.9104,0.5740740740740741,5.44,6.58,7,0,1,4,4,2,0,1,1,0,4,0.5908845118697776
15166,80.78218750003725,1.0,0.5574,0.6098366013071894,7.52,11.66,2,0,1,0,1,1,0,2,0,4,0,0.5890101289393199
2815,47.57943287026137,3.0,0.9312,0.8240740740740741,5.55,6.89,1,0,0,0,3,0,3,0,1,2,3,0.3698630852680633
18652,943.0744444443844,3.0,0.7906,0.5916666666666666,5.9,3.41,3,0,0,2,3,1,1,0,2,0,1,0.44185778424883826
25926,128.26005787029862,2.0,0.2375,0.5037218045112782,10.82,18.63,10,1,1,3,4,0,3,7,3,0,6,0.740820102029634
3190,15.540046296548098,4.0,0.9901,0.5429824561403509,6.88,13.68,4,0,2,2,4,4,1,0,0,3,6,0.6893212093937835
8492,99.85976851871236,1.0,-0.9623,0.6039682539682539,7.92,12.66,9,1,0,6,3,1,2,0,3,1,1,0.5692730748393985
17308,599.3848263886757,5.0,0.8442,0.4740740740740741,10.83,4.2,5,0,1,0,1,1,0,1,0,0,3,0.5330005816930309
10114,361.1806597225368,3.0,0.9823,0.4144341290893015,8.43,15.84,21,0,0,0,9,0,0,2,1,0,6,0.8363031759232109
10885,328.0089351851493,4.0,0.9661,0.4604232804232803,9.13,13.37,8,0,0,2,3,1,0,0,1,6,2,0.6159743935834945
5945,138.77881944458932,1.0,0.6778,0.64,7.55,6.9,7,1,0,2,5,1,1,2,0,0,1,0.5549580285975017
18110,74.58053240738809,2.0,0.9887,0.5517528411759179,7.1,11.33,10,0,0,12,10,0,0,3,1,0,3,0.6763590462549119
5178,424.24473379645497,4.0,0.875,0.7261904761904763,6.1,3.89,2,0,0,3,2,1,0,0,0,0,0,0.4339623385133643
25485,343.9954629628919,5.0,0.9789,0.6379551820728291,8.12,9.21,9,0,1,5,5,0,1,5,1,0,1,0.6067824372458266
1305,1384.049988426268,4.0,0.9874,0.5307083333333333,8.07,18.63,4,2,0,0,9,4,1,2,1,1,3,0.8097471000917134
15127,-2490.011504629627,5.0,0.9118,0.6672348484848484,8.03,4.7,5,0,0,0,3,3,2,0,0,0,1,0.36568474502248444
10431,24.72776620369405,2.0,0.6249,0.6888888888888888,8.05,2.45,3,0,0,3,2,0,0,0,0,0,0,0.39895601085565546
19850,49.65596064785496,4.0,0.9042,0.7722222222222223,5.2,1.34,0,0,1,0,3,0,0,0,0,1,0,0.3704827856436342
7214,103.02502314792946,5.0,0.9165,0.4075714285714286,6.31,3.95,5,0,1,0,2,1,0,1,2,0,3,0.5077676959884475
6661,62.10104166669771,5.0,0.9274,0.5171717171717172,7.0,4.36,8,1,0,0,5,0,0,0,0,2,4,0.5010082466317347
15036,53.53769675921649,4.0,0.9719,0.5748015873015874,8.33,9.28,1,0,0,0,5,3,0,1,0,2,2,0.584144075292006
24124,172.6267824070528,5.0,0.9531,0.4710416666666667,7.62,3.5,4,0,1,0,6,0,0,0,1,1,1,0.5013460274665289
26274,193.07557870354503,5.0,0.8481,0.7333333333333334,9.43,4.22,0,0,0,0,3,2,0,0,1,0,3,0.4222464018739995
17179,116.8180208336562,5.0,0.9774,0.6638257575757576,9.24,7.86,3,1,2,3,4,1,0,0,1,0,3,0.5433627098956761
21722,127.1971990740858,5.0,0.91,0.4298701298701299,11.31,4.05,4,0,0,0,3,0,2,0,0,0,4,0.4560219356938312
15649,248.24979166686532,4.0,0.8555,0.7,5.66,1.87,1,0,0,1,2,0,0,0,0,0,0,0.38708498094546917
8166,69.65072916680947,1.0,0.7506,0.5416666666666667,7.6,4.85,3,0,0,0,2,2,1,1,3,1,0,0.43328668310040924
12714,154.60950231505558,5.0,0.7717,0.5397321428571429,9.59,6.04,1,0,0,0,1,2,1,0,1,1,3,0.4516876940719234
24448,-2358.1216898146085,3.0,0.9557,0.5638888888888889,11.89,9.65,5,4,0,5,5,0,1,1,3,0,1,0.393993332714226
23575,286.9275347222574,5.0,0.3612,0.475,7.13,4.55,3,0,1,0,0,1,0,1,0,1,1,0.5057090823554278
18145,253.88795138895512,5.0,0.9911,0.482687074829932,11.86,13.66,10,0,0,1,13,5,0,0,0,2,5,0.7866393417940118
5763,-3317.0950810187496,3.0,-0.2349,0.6902777777777778,6.23,4.55,3,0,1,2,3,3,0,0,1,1,2,0.35931241928356217
17871,-1219.6166203701869,5.0,0.9022,0.4096825396825396,9.84,15.84,11,0,0,1,5,1,0,1,0,1,5,0.7270970468110639
12893,233.07717592595145,2.0,-0.2748,0.5027777777777778,8.76,3.85,0,0,0,0,2,1,0,1,1,0,1,0.47056205002022633
3845,383.895798610989,3.0,-0.34,0.3241666666666666,13.72,6.1,2,0,0,0,4,0,0,0,4,1,2,0.4903903059617866
8361,281.3105439813808,3.0,-0.0772,0.6666666666666666,6.55,2.5,2,0,0,0,1,0,0,1,0,1,0,0.4099641685025742
13097,57.19344907393679,1.0,-0.3339,0.7590909090909091,8.59,8.48,4,0,2,1,2,1,0,1,3,0,0,0.5323838572349554
6539,77.1273726853542,3.0,0.6124,0.0,7.2,1.0,0,0,0,0,3,0,0,0,0,0,0,0.5144392113810696
27601,268.81850694445893,2.0,-0.8799,0.5421428571428571,8.33,13.4,9,4,1,1,5,0,1,0,4,4,1,0.5855466524957125
5766,310.40796296298504,5.0,0.9877,0.5527083333333334,6.13,9.93,5,0,0,1,5,3,1,2,0,4,4,0.5955103748389994
17497,466.095462962985,3.0,0.9079,0.4673076923076922,6.96,8.26,9,1,0,0,6,0,2,0,0,1,5,0.5995435054022868
7728,195.86472222208977,4.0,0.9485,0.4488888888888889,10.0,9.24,5,1,0,1,3,4,0,1,0,1,5,0.6296305845144338
1699,311.0248726848513,3.0,0.0,0.63125,9.25,2.26,2,0,0,0,1,0,0,2,0,0,2,0.42607616797758957
23675,249.96060185180977,5.0,0.9545,0.590625,7.19,2.37,1,1,2,0,3,0,0,0,1,1,3,0.42867386162724364
8106,108.03634259244429,3.0,0.1531,0.4838068181818182,12.67,4.35,7,0,0,0,3,0,0,0,0,0,1,0.5151707143319947
23382,966.9673379627056,5.0,0.9638,0.6666666666666666,8.01,1.6,1,0,1,0,5,0,0,0,1,0,1,0.43884741118808746
27516,209.6547916666605,5.0,0.9382,0.621413110698825,8.04,5.42,1,0,1,0,5,0,0,0,1,1,3,0.48307886231217395
16972,474.86710648145527,5.0,0.882,0.4833333333333333,6.88,3.38,4,0,0,0,2,0,0,0,2,4,0,0.39731058389641133
15037,38.12046296289191,2.0,-0.4939,0.7797619047619048,10.76,2.76,0,0,0,0,1,0,0,0,0,0,1,0.3762580077464251
13686,-1165.4073379631154,4.0,0.9853,0.5075084175084174,11.96,26.0,22,0,0,0,11,0,0,1,0,0,7,0.9017838496836935
4880,146.6166203701869,4.0,0.9442,0.6527777777777778,9.41,2.79,5,0,1,0,3,0,0,0,2,0,2,0.4236415166743413
22714,69.69625000003725,3.0,0.3818,0.7166666666666667,8.83,2.53,3,4,0,2,2,0,0,1,0,0,1,0.3748910012526345
29686,870.0168402777053,3.0,-0.735,0.5484427609427609,12.56,11.27,6,0,0,0,5,0,0,3,2,0,6,0.6675155333638452
5267,-2341.808194444515,5.0,0.9745,0.4800000000000001,10.25,7.71,2,1,0,0,2,0,0,0,1,2,0,0.3898767857253763
26870,636.5089004631154,5.0,0.9548,0.4651515151515152,8.76,4.91,3,0,0,3,3,1,0,1,2,1,0,0.4767959967384249
82,505.6813425924629,1.0,-0.9435,0.634435261707989,12.55,9.75,5,0,0,0,1,1,1,1,1,0,6,0.575675612333602
3158,11.223159722052516,4.0,0.9818,0.4883088235294118,5.98,34.26,15,0,0,4,8,8,5,3,2,1,5,0.9287981848367044
10057,356.42069444432855,1.0,-0.4472,0.6611111111111111,6.76,4.5,5,0,0,0,0,0,0,0,0,0,0,0.4790014543970736
27146,-2520.994074074086,3.0,0.4471,0.61,15.62,2.31,2,0,0,0,1,0,0,0,0,0,0,0.29977930470078423
24542,291.8959490740672,5.0,0.9871,0.5402777777777777,6.6,6.39,2,0,0,0,6,0,0,0,0,3,2,0.5104483656960314
1894,22.29287037020549,4.0,0.8934,0.63,7.32,2.97,0,1,0,0,5,0,0,0,1,1,1,0.3968730558469802
8838,97.76482638902962,5.0,0.9578,0.4493333333333333,5.57,5.55,3,0,2,5,3,0,1,0,0,2,1,0.501729989343028
22462,106.5092013888061,5.0,0.7506,0.3770833333333333,5.2,1.54,2,1,0,0,1,0,1,0,0,1,1,0.4014310000890525
11610,402.49005787028,4.0,0.6808,0.5884090909090909,7.81,6.42,5,0,0,0,3,1,0,0,0,1,1,0.53520642614145
26220,321.7510416666046,5.0,0.969,0.6566666666666666,8.41,5.69,3,0,0,4,3,2,1,0,3,1,0,0.40581160290374163
16410,227.82374999998137,5.0,0.8857,0.5000000000000001,4.04,2.53,1,0,1,1,5,0,0,0,0,1,1,0.4749040277744687
6234,95.87745370389894,4.0,0.9857,0.4537037037037038,12.95,12.09,6,0,1,4,7,1,0,0,2,0,5,0.6686606588491505
30072,72.47811342589557,5.0,0.7096,0.4985714285714285,8.12,1.85,0,1,0,1,1,1,0,0,1,0,0,0.38297588612560685
11692,556.4866203702986,3.0,0.7684,0.6796296296296297,6.09,6.46,1,0,0,1,6,2,0,0,1,2,4,0.5116293588532298
3134,-2423.2155787036754,5.0,0.9889,0.4965728715728714,10.8,10.93,3,0,0,0,5,0,0,1,0,0,0,0.5336333538892843
10518,300.01709490735084,3.0,0.9918,0.5018939393939394,11.33,14.34,6,0,1,1,6,2,4,0,0,0,3,0.6843180503198075
13898,590.9098842591047,5.0,0.9337,0.5246825396825398,13.34,6.14,5,0,0,0,5,1,0,0,0,0,2,0.5613993469610056
12215,192.8493865742348,4.0,0.2477,0.3391919191919192,8.2,16.66,14,3,1,2,3,0,0,3,3,6,0,0.7036797368749795
7622,44.15800925949589,4.0,0.9382,0.3477142857142857,5.6,4.05,4,0,0,3,4,0,0,0,5,4,1,0.38332912061178603
22397,302.8857291666791,2.0,0.9022,0.6388888888888888,8.1,3.66,2,1,1,1,3,0,0,0,2,1,2,0.41791726849397687
29456,16.632673610933125,5.0,0.8714,0.6361111111111111,6.42,3.14,2,0,1,0,5,0,0,0,0,1,1,0.45465970134054456
356,-1702.525983796455,1.0,-0.8791,0.53,9.04,6.82,7,0,0,0,1,0,1,0,2,2,4,0.4153075473482457
21020,259.34166666679084,4.0,0.8316,0.67,6.32,3.57,7,0,0,1,2,0,0,0,0,2,1,0.4355747701908145
9383,2914.6873379629105,3.0,0.802,0.423469387755102,9.66,6.4,2,0,0,0,2,0,0,0,1,0,2,0.6191104996791629
19309,590.2419328703545,1.0,0.2062,0.676530612244898,4.54,4.66,3,0,0,0,5,0,0,0,0,2,0,0.4947181489022519
24338,784.7826504632831,1.0,0.7506,0.482936507936508,6.97,4.6,2,1,0,0,1,0,0,0,1,0,3,0.49107553154353933
9848,89.7710532406345,1.0,0.2462,0.5702923976608186,9.28,26.47,3,1,0,3,4,1,4,7,3,1,5,0.7840898616709663
25605,36.87280092574656,4.0,0.9468,0.507463023088023,9.21,17.72,13,1,1,3,11,1,2,0,0,1,12,0.8011700248923724
28310,41.924363425932825,5.0,0.9633,0.7433333333333334,6.22,2.97,1,0,0,0,3,0,0,0,0,2,1,0.3743946894673516
21628,110.61496527772395,5.0,0.9136,0.69,3.12,2.48,4,0,1,3,1,2,0,0,0,0,2,0.44175097969568405
29333,130.03008101833984,2.0,0.8735,0.6048076923076924,5.64,5.58,4,0,0,0,9,1,1,0,2,0,2,0.5230415429627433
3563,-1792.2180671296082,5.0,0.9413,0.595,9.28,2.39,1,0,2,1,2,1,0,0,0,0,3,0.3818682248030444
9796,739.5231018522754,4.0,0.8779,0.5933333333333334,9.23,3.26,7,0,1,0,4,0,0,0,0,2,0,0.49705899499791967
29486,27.571944444440305,4.0,0.9815,0.5224206349206348,9.12,6.7,5,0,0,2,5,0,2,1,0,1,0,0.4991498425110645
30261,-3296.2165972222574,5.0,0.9941,0.5450375939849623,8.72,20.6,6,0,1,1,11,0,2,2,3,5,1,0.622017447396666
20175,43.95564814843237,2.0,0.9741,0.4974206349206349,9.0,20.23,13,0,0,18,3,2,5,1,5,1,1,0.6191769349432015
11124,199.23760416684672,4.0,0.8834,0.4833333333333333,6.48,6.54,8,0,0,0,4,0,0,2,2,0,0,0.5581456724735483
704,26.840810184832662,3.0,-0.7548,0.6,9.15,4.2,3,1,0,0,1,1,0,1,0,0,0,0.4677863185571365
6296,230.94673611130565,3.0,0.8988,0.4140522875816994,7.27,9.23,5,0,1,0,3,0,1,1,5,2,1,0.5179459923912757
16712,803.2425925927237,5.0,0.9875,0.5651515151515152,8.73,6.13,7,1,2,2,5,0,1,1,0,2,1,0.5598585857525834
7910,26.860451389104128,1.0,0.296,0.3,5.82,2.04,2,0,0,0,0,0,0,0,1,0,0,0.4522718199143291
5960,86.55209490749985,1.0,0.7351,0.5771799628942487,5.7,4.5,4,0,0,0,4,0,1,0,0,0,1,0.48937443243766326
23932,202.78358796285465,4.0,0.9318,0.6375000000000001,10.74,4.14,2,1,0,2,4,0,0,0,1,0,1,0.4234411422075107
1812,16.04232638888061,1.0,-0.2259,0.692929292929293,14.0,7.71,6,5,0,1,1,2,0,0,1,3,2,0.4410150167361218
15265,214.057222221978,1.0,-0.9184,0.559375,6.02,6.58,4,1,0,0,0,2,0,0,1,1,6,0.5237455740607712
29194,345.7354398146272,4.0,0.9721,0.6530612244897959,6.12,2.88,4,0,0,3,4,0,0,0,0,0,1,0.4459454919165422
16358,281.8671990740113,5.0,0.8957,0.6953333333333334,3.8,1.38,1,0,0,0,2,0,0,1,1,0,1,0.3743409563788907
27135,171.59519675932825,2.0,-0.6661,0.5071428571428571,12.06,8.04,2,1,1,1,2,0,2,0,1,7,1,0.4199984880639143
21765,153.9045833335258,4.0,0.8516,0.4347222222222222,5.33,6.79,3,0,0,7,1,0,0,0,0,0,0,0.5138602511733784
27785,96.91739583341403,5.0,0.9571,0.4652001380262249,8.21,12.63,7,0,0,0,5,0,1,2,1,8,0,0.5654262004024709
12948,103.07625000039116,5.0,0.9908,0.4443948412698413,9.09,10.46,7,0,1,0,7,2,0,1,0,1,0,0.6965059333088436
658,-835.8527083331719,5.0,0.9725,0.7000000000000001,3.79,3.54,3,0,2,1,1,0,0,1,2,0,0,0.3935073206654287
16898,-2146.7323263888247,2.0,0.4456,0.699621212121212,5.65,3.57,5,0,0,1,2,0,0,0,2,0,1,0.334165544737912
4262,563.8916319445707,4.0,0.9837,0.5021230158730157,7.98,9.14,6,2,2,4,8,3,2,2,0,2,6,0.6515160574098338
4362,200.20395833300427,5.0,0.8834,0.61875,7.4,3.08,3,0,0,0,3,1,0,0,0,1,1,0.4391811978508145
10498,201.91077546263116,5.0,0.9,0.6553030303030303,9.28,6.7,2,0,1,0,2,1,0,0,0,0,0,0.5153362506210473
15537,-3186.2742476849817,4.0,0.949,0.4837557603686636,8.91,23.39,22,2,0,4,8,0,0,2,5,4,14,0.73296061180065
18755,228.65958333341405,5.0,0.0772,0.4666666666666667,8.48,2.06,1,0,0,0,2,1,0,0,1,1,0,0.4165726358130425
4547,587.3521412038244,4.0,0.946,0.7083333333333333,9.04,6.01,4,0,1,0,5,0,1,0,0,0,4,0.5224789648958565
9062,35.07976851891726,5.0,0.9856,0.4090647857889237,8.96,15.06,2,0,1,4,4,0,1,0,5,1,5,0.5988216735773978
25997,238.4156597219408,4.0,0.9325,0.3476190476190476,5.2,3.64,5,0,0,1,5,0,0,0,2,2,5,0.4876864570997005
20216,55.0418634256348,3.0,0.4927,0.521875,5.1,2.48,1,0,0,2,2,0,0,0,3,0,0,0.3801745019658242
12372,756.1451273150742,3.0,0.7783,0.4457142857142857,6.96,2.53,2,0,1,0,2,0,0,0,0,0,2,0.5036447770614344
7382,393.9328587963246,4.0,0.8176,0.5499999999999999,5.08,1.75,0,0,0,0,2,0,0,0,1,0,0,0.4025310347002313
10633,69.7975231478922,4.0,0.9896,0.6238095238095238,9.29,8.77,2,0,0,0,6,2,0,0,0,1,0,0.572424486109166
19275,7.85894675925374,4.0,0.9892,0.5566137566137566,7.43,7.93,4,1,0,8,8,0,0,1,2,2,2,0.5027765564137442
16628,144.76231481460854,3.0,0.6808,0.3968253968253968,8.29,9.83,2,2,0,5,3,0,0,3,1,1,3,0.5719754416798651
16516,266.88665509270504,4.0,0.8563,0.581598594642073,7.84,9.05,4,6,0,1,5,1,1,0,0,1,3,0.5267320513331011
13511,546.3826736109331,1.0,-0.1513,0.5,7.86,3.35,0,0,0,0,1,1,0,0,0,1,0,0.46707111902796333
28740,177.9455555556342,2.0,-0.048,0.4215902410346855,8.12,11.41,9,0,1,0,4,1,2,2,1,1,2,0.6743565656156838
1358,34.91457175929099,3.0,0.99,0.537109440267335,10.64,44.44,3,0,2,7,20,3,1,2,7,7,14,0.952988591754889
14390,569.800949074328,4.0,0.9648,0.5432766439909296,9.79,11.96,6,1,0,2,11,0,0,1,0,2,1,0.6880253307895102
2097,29.434062500018623,3.0,0.9865,0.5920346320346321,7.05,14.9,3,0,1,4,11,5,1,1,4,0,6,0.7149104535323343
14781,620.7438773149624,4.0,0.973,0.5429012345679012,10.17,11.69,5,1,0,1,8,1,0,0,1,2,5,0.6499980781070207
3086,14.68500000005588,3.0,0.8566,0.4677777777777778,7.98,4.83,1,0,0,1,3,0,0,0,3,0,1,0.4370163734763134
29899,565.097083333414,1.0,-0.7351,0.7333333333333334,9.42,2.12,0,0,0,0,1,0,1,0,0,0,0,0.3817943021116227
845,13.819861111231148,3.0,0.9718,0.5323870573870574,7.14,36.72,7,2,0,1,11,2,9,5,5,7,19,0.8371743853408525
17304,514.3589699072763,5.0,0.9517,0.611111111111111,7.7,3.8,1,0,1,2,1,1,0,1,0,0,1,0.4667924263301663
22471,102.58070601848884,5.0,0.9892,0.661672278338945,8.18,7.55,10,1,2,1,9,1,0,0,1,1,2,0.6194435475312675
11829,392.8118055551313,4.0,0.9538,0.5222222222222221,5.9,3.39,4,0,0,0,5,1,0,0,0,1,2,0.5043617519064493
1022,166.71532407402992,1.0,-0.9476,0.445952380952381,6.21,6.01,5,0,0,0,3,2,0,1,2,0,3,0.5723830979503511
13526,39.68505787057802,5.0,0.765,0.75,5.68,0.84,1,0,0,1,2,1,0,0,0,0,0,0.35805969810703864
14039,94.0061689815484,5.0,0.9941,0.6114219114219114,7.76,19.43,3,0,1,0,11,3,2,1,0,4,6,0.7701402094876525
26716,-2633.863344907295,2.0,0.8949,0.4226893939393939,9.59,8.55,4,0,0,1,2,0,0,1,0,1,6,0.4764551272076969
21002,202.1721180556342,2.0,0.1872,0.4733333333333334,8.8,14.91,8,1,2,4,4,2,3,0,4,1,1,0.6492631683130915
9736,208.00533564807847,4.0,0.9821,0.5135876749513113,14.78,12.38,7,1,1,5,9,1,0,1,0,0,8,0.7110508595705535
8291,-2543.855405092705,5.0,0.9337,0.5175925925925926,7.47,3.36,5,1,1,1,0,0,0,1,2,0,0,0.3326014895223876
1212,100.8690972221084,3.0,0.9624,0.5482323232323233,13.97,21.26,13,4,0,3,11,1,0,1,4,1,8,0.7892208529823443
383,28.866446759086102,5.0,0.9665,0.7826530612244899,6.96,6.36,4,1,1,0,3,1,1,1,4,0,2,0.41303451765553695
16738,211.89189814776185,3.0,0.8718,0.7244047619047619,5.09,6.35,3,0,0,1,5,0,1,1,0,0,2,0.4991800994284923
20344,-2404.6248958334327,5.0,0.9865,0.5905844155844155,8.63,7.17,4,0,0,2,8,0,0,0,1,2,1,0.424074786269195
692,41.22869212925434,4.0,0.3178,0.446875,6.27,4.57,0,0,0,1,4,0,0,0,1,1,2,0.4690077981724667
4840,345.7464583334513,5.0,0.872,0.510909090909091,2.4,1.06,5,0,1,0,2,0,0,0,0,0,0,0.46610314608332803
9035,-3164.0358912036754,1.0,-0.4005,0.6532738095238094,6.38,12.27,8,1,0,3,1,1,0,0,3,3,5,0.4305769866606296
15056,225.94021990755573,5.0,0.743,0.4666666666666666,6.84,1.13,2,0,2,0,0,0,0,0,0,1,1,0.43398829908418174
4492,214.18201388884336,4.0,0.9746,0.5144230769230771,8.66,16.1,5,0,0,2,4,1,0,2,1,6,7,0.6587697884917151
